notice_year,item_std_code,company,product_name,rep_code,atc_code,rx_otc
2024,201801521,(주)한국얀센,스텔라라정맥주사(우스테키누맙),8806469022506,L04AC05,전문
2024,201403578,제이더블유중외제약(주),악템라피하주사162밀리그램(토실리주맙)(유전자재조합),8806449137602,L04AC07,전문
2024,201202719,제이더블유중외제약(주),악템라주(토실리주맙)(유전자재조합),8806449134403,L04AC07,전문
2024,201202719,제이더블유중외제약(주),악템라주(토실리주맙)(유전자재조합),8806449134304,L04AC07,전문
2024,201202719,제이더블유중외제약(주),악템라주(토실리주맙)(유전자재조합),8806449134502,L04AC07,전문
2024,202203956,한국노바티스(주),코센틱스우노레디펜300mg/2mL(세쿠키누맙유전자재조합),8806536035309,L04AC10,전문
2024,201506755,한국노바티스(주),코센틱스센소레디펜(세쿠키누맙유전자재조합),8806536026406,L04AC10,전문
2024,201508041,주식회사 레코르다티코리아,실반트주100밀리그램(실툭시맙유전자재조합),8800776000103,L04AC11,전문
2024,201508042,주식회사 레코르다티코리아,실반트주400밀리그램(실툭시맙유전자재조합),8800776000202,L04AC11,전문
2024,201708237,한국릴리(유),탈츠프리필드시린지주(익세키주맙유전자재조합),8806708011001,L04AC13,전문
2024,201708238,한국릴리(유),탈츠오토인젝터주(익세키주맙유전자재조합),8806708011100,L04AC13,전문
2024,201801604,(주)한국얀센,트렘피어프리필드시린지주(구셀쿠맙유전자재조합),8806469022605,L04AC16,전문
2024,202104066,(주)한국얀센,트렘피어원프레스오토인젝터주(구셀쿠맙유전자재조합),8806469025101,L04AC16,전문
2024,201908205,한국애브비(주),스카이리치프리필드시린지주(리산키주맙유전자재조합),8806249003602,L04AC18,전문
2024,202201669,한국애브비(주),스카이리치프리필드펜주150mg/mL(리산키주맙유전자재조합),8806249003909,L04AC18,전문
2024,202103363,(주)한국로슈,엔스프링프리필드시린지주(사트랄리주맙),8806450015302,L04AC19,전문
2024,199604696,한국노바티스(주),산디문뉴오랄내복액(사이클로스포린),8806536005302,L04AD01,전문
2024,199304152,한국노바티스(주),산디문주사(사이클로스포린),8806536005609,L04AD01,전문
2024,202008307,(주)동구바이오제약,사이크린연질캡슐100밀리그램(사이클로스포린),8806573084605,L04AD01,전문
2024,199900119,(주)종근당,사이폴-엔내복액(사이클로스포린)(수출명:데나스포내복액사이클로랄내복액),8806433010904,L04AD01,전문
2024,199300222,(주)종근당,사이폴주(사이클로스포린),8806433011307,L04AD01,전문
2024,200511275,한국아스텔라스제약(주),프로그랍주사액5밀리그람(타크로리무스수화물),8806772001007,L04AD02,전문
2024,200900699,한국아스텔라스제약(주),아드바그랍서방캡슐5밀리그램(타크로리무스수화물),8806772002004,L04AD02,전문
2024,200900698,한국아스텔라스제약(주),아드바그랍서방캡슐1밀리그램(타크로리무스수화물),8806772001908,L04AD02,전문
2024,200900697,한국아스텔라스제약(주),아드바그랍서방캡슐0.5밀리그램(타크로리무스수화물),8806772001809,L04AD02,전문
2024,200803380,(주)종근당,타크로벨주5밀리그램(타크로리무스수화물),8806433046309,L04AD02,전문
2024,201700874,(주)종근당,타크로벨서방캡슐5밀리그램(타크로리무스),8806433078201,L04AD02,전문
2024,201700875,(주)종근당,타크로벨서방캡슐1밀리그램(타크로리무스),8806433076900,L04AD02,전문
2024,201700873,(주)종근당,타크로벨서방캡슐0.5밀리그램(타크로리무스),8806433077006,L04AD02,전문
2024,200603934,노보노디스크제약(주),레버미어플렉스펜주100단위/밀리리터,8806544002003,A10AE05,전문
2024,201401272,노보노디스크제약(주),트레시바플렉스터치주100단위/밀리리터(인슐린데글루덱),8806544005509,A10AE06,전문
