ingredient,product_name,indication,report_type,report_date,era
"히드로코르티손,시프로플록사신염산염수화물",싸이록사신점이현탁액,점이현탁액제,공급부족,2022-12-19,~2022-12-31
덱사메타손인산나트륨,덱사겔점안겔(덱사메타손인산나트륨),안겔,공급중단,2022-12-15,~2022-12-31
3-요오도벤질구아니딘(131I)액,캐리엠아이비지(131I)주사액,용액주사제,공급부족,2022-12-13,~2022-12-31
리도카인염산염수화물,리타인주4%(리도카인염산염수화물),용액주사제,공급중단,2022-12-09,~2022-12-31
세프카펜피복실염산염수화물,후로목스정100밀리그램(세프카펜피복실염산염수화물),필름코팅정,공급부족,2022-12-09,~2022-12-31
아미오다론염산염,코다론정(아미오다론염산염),나정,공급부족,2022-12-08,~2022-12-31
"옥시테트라사이클린염산염,폴리믹신B황산염",테라마이신안연고,안연고제,공급중단,2022-12-05,~2022-12-31
로라제팜,삼진로라제팜주,용액주사제,공급부족,2022-12-05,~2022-12-31
메코발라민,리코발라민주(메코발라민),용액주사제,공급중단,2022-12-02,~2022-12-31
카바콜,마이오스타트주사(카바콜),점안주사제,공급부족,2022-12-02,~2022-12-31
펜타닐시트르산염,인스타닐나잘스프레이100마이크로그램(펜타닐시트르산염),정량액상분무제,공급부족,2022-12-02,~2022-12-31
펜타닐시트르산염,인스타닐나잘스프레이50마이크로그램(펜타닐시트르산염),정량액상분무제,공급부족,2022-12-02,~2022-12-31
티로트로핀(TSH)알파,타이로젠주(티로트로핀알파),용액용동결건조분말주사제,공급부족,2022-12-01,~2022-12-31
오말리주맙,졸레어주사(오말리주맙),용액용동결건조분말주사제,공급중단,2022-11-30,~2022-12-31
트리암시놀론아세토니드,트리코트크림0.1%(트리암시놀론아세토니드),피부크림제,공급중단,2022-11-24,~2022-12-31
피나베륨브롬화물,핀베린정(피나베륨브롬화물),필름코팅정,공급부족,2022-11-21,~2022-12-31
할시노니드,베로단연고(할시노니드),피부연고제,공급중단,2022-11-16,~2022-12-31
페미로라스트칼륨,페미로살정10밀리그램(페미로라스트칼륨),나정,공급중단,2022-11-11,~2022-12-31
지프라시돈염산염 일수화물,젤독스캡슐20밀리그램(지프라시돈염산염일수화물),"경질캡슐제, 산제",공급부족,2022-11-09,~2022-12-31
벨리무맙,"벤리스타주400밀리그램(벨리무맙)(단클론항체, 유전자재조합)",용액용동결건조분말주사제,공급부족,2022-11-09,~2022-12-31
지프라시돈염산염 일수화물,젤독스캡슐40밀리그램(지프라시돈염산염일수화물),"경질캡슐제, 산제",공급부족,2022-11-09,~2022-12-31
클로파지민,라프렌연질캡슐50밀리그램(클로파지민),"연질캡슐제, 액상",공급부족,2022-11-08,~2022-12-31
염화칼륨,케이콘틴서방정(염화칼륨),서방성필름코팅정,공급부족,2022-11-07,~2022-12-31
"옥토코그알파(혈액응고인자VIII,유전자재조합)","코지네이트-에프에스주[옥토코그알파(혈액응고인자Ⅷ, 유전자재조합)]",용액용동결건조분말주사제,공급중단,2022-11-03,~2022-12-31
"함수과산화벤조일,클린다마이신포스페이트",듀악겔5%,피부용겔제,공급부족,2022-10-27,~2022-12-31
파모티딘,동아가스터주20밀리그람(바이알)(파모티딘),용액용동결건조분말주사제,공급중단,2022-10-26,~2022-12-31
반데타닙,카프렐사정300밀리그램(반데타닙),필름코팅정,공급부족,2022-10-21,~2022-12-31
아지트로마이신수화물,지스로맥스건조시럽(아지트로마이신수화물),"건조시럽제, 산제",공급부족,2022-10-21,~2022-12-31
"스피라마이신,메트로니다졸",로도질정,필름코팅정,공급부족,2022-10-21,~2022-12-31
엔푸버타이드,푸제온주90밀리그람/밀리리터(엔푸버타이드),용액용동결건조분말주사제,공급중단,2022-10-19,~2022-12-31
로라제팜,삼진로라제팜주,용액주사제,공급부족,2022-10-17,~2022-12-31
아지트로마이신수화물,아지탑스주사500밀리그램(아지트로마이신수화물),용액용분말주사제,공급부족,2022-10-17,~2022-12-31
3-요오도벤질구아니딘(131I)액,캐리엠아이비지(131I)주사액,용액주사제,공급부족,2022-10-17,~2022-12-31
인슐린라이스프로,휴마로그주100단위/밀리리터(인슐린라이스프로),용액주사제,공급부족,2022-10-14,~2022-12-31
프라바스타틴나트륨,프라스탄정5밀리그람(프라바스타틴나트륨),나정,공급중단,2022-10-13,~2022-12-31
사람혈청알부민,녹십자-알부민주20%(사람혈청알부민),용액주사제,공급부족,2022-10-13,~2022-12-31
사람혈청알부민,녹십자-알부민주20%(사람혈청알부민),용액주사제,공급부족,2022-10-13,~2022-12-31
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2022-10-07,~2022-12-31
"디멘히드리네이트,피리독신염산염,카페인무수물",이지롱내복액,경구용액제,공급부족,2022-09-29,~2022-12-31
철단백추출물수화글리세린액,훼로모아시럽(철단백추출물수화글리세린액),액상시럽제,공급중단,2022-09-29,~2022-12-31
리보스타마이신황산염,이연리보스타마이신주사액(리보스타마이신황산염)(수출용),용액주사제,공급중단,2022-09-23,~2022-12-31
포비돈요오드,성광포비돈요오드액7.5%,가글제,공급중단,2022-09-23,~2022-12-31
이소소르비드이질산염,이소켓서방정40밀리그램(이소소르비드이질산염),서방정,공급중단,2022-09-21,~2022-12-31
"정제불활화 인플루엔자바이러스항원 B형[B/Phuket/3073/2013],정제불활화 인플루엔자바이러스항원 B형 [B/Washington/02/2019],정제불활화 인플루엔자바이러스항원 A형 [A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1)],정제불활화 인플루엔자바이러스항원 A형 [A/Hong Kong/2671/2019 IVR-208(H3N2)]",플루플러스테트라프리필드시린지주(인플루엔자분할백신),현탁액주사제,공급중단,2022-09-20,~2022-12-31
아목사핀,아디센정50밀리그람(아목사핀),나정,공급중단,2022-09-19,~2022-12-31
피나베륨브롬화물,핀베린정(피나베륨브롬화물),필름코팅정,공급부족,2022-09-14,~2022-12-31
퓨시드산나트륨,후시딘정(퓨시드산나트륨),필름코팅정,공급중단,2022-09-13,~2022-12-31
톨터로딘-L-타르타르산염,유로트롤정2mg(톨터로딘-L-타르타르산염),필름코팅정,공급중단,2022-09-13,~2022-12-31
아바타셉트,오렌시아서브큐프리필드시린지125밀리그램(아바타셉트),용액주사제,공급부족,2022-09-06,~2022-12-31
메틸에르고메트린말레산염,에르빈주사액(메틸에르고메트린말레산염),용액주사제,공급중단,2022-09-05,~2022-12-31
엑시티닙,인라이타정1밀리그램(엑시티닙),필름코팅정,공급부족,2022-09-05,~2022-12-31
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2022-09-05,~2022-12-31
히드로모르폰염산염,저니스타서방정4밀리그램(히드로모르폰염산염),서방정,공급중단,2022-09-02,~2022-12-31
히드로모르폰염산염,저니스타서방정16밀리그램(히드로모르폰염산염),서방정,공급중단,2022-09-02,~2022-12-31
히드로모르폰염산염,저니스타서방정8밀리그램(히드로모르폰염산염),서방정,공급중단,2022-09-02,~2022-12-31
히드로모르폰염산염,저니스타서방정32밀리그램(히드로모르폰염산염),서방정,공급중단,2022-09-02,~2022-12-31
"릭시세나티드,인슐린글라진(유전자재조합)",솔리쿠아펜주(30-60),용액주사제,공급부족,2022-09-01,~2022-12-31
사람면역글로불린-지,감마-글로불린주(사람면역글로불린),용액주사제,공급부족,2022-08-31,~2022-12-31
사람혈청알부민,녹십자-알부민주5%(사람혈청알부민),용액주사제,공급부족,2022-08-31,~2022-12-31
피나베륨브롬화물,핀베린정(피나베륨브롬화물),필름코팅정,공급부족,2022-08-30,~2022-12-31
"불활화 콜레라균(V. cholerae Inaba 48 classical biotype, heat inactivated),불활화 콜레라균(V. cholerae Ogawa 50 classical biotype, heat inactivated),불활화 콜레라균(V. cholerae Ogawa 50 classical biotype, Formalin inactivated),유전자재조합콜레라독소 B (Vibrio cholerae Inaba 213 classical biotype, Recombinant, 숙주: Vibrio cholera 213, 벡터: pKK223-3),불활화 콜레라균(V. Cholerae Inaba 6973 El Tor biotype, Formalin inactivated)",듀코랄액 (경구콜레라백신),발포과립제,공급부족,2022-08-30,~2022-12-31
"메클리진염산염수화물,스코폴라민브롬화수소산염수화물",보미롱산,산제,공급중단,2022-08-29,~2022-12-31
로라제팜,삼진로라제팜주,용액주사제,공급부족,2022-08-25,~2022-12-31
아세틸시스테인,뮤테란시럽(아세틸시스테인),액상시럽제,공급중단,2022-08-24,~2022-12-31
디아제팜,명인디아제팜정5밀리그램,나정,공급중단,2022-08-23,~2022-12-31
디아제팜,명인디아제팜정2밀리그램,나정,공급중단,2022-08-23,~2022-12-31
몰시도민,몰시톤정2밀리그램(몰시도민),나정,공급부족,2022-08-18,~2022-12-31
펜타닐시트르산염,액틱구강정200마이크로그램(펜타닐시트르산염),트로키제,공급부족,2022-08-16,~2022-12-31
카페시타빈,젤로빅정500밀리그램(카페시타빈),필름코팅정,공급부족,2022-08-16,~2022-12-31
L-카르니틴,카디톤액(L-카르니틴),경구용액제,공급중단,2022-08-10,~2022-12-31
피나베륨브롬화물,일양디세텔정(피나베륨브롬화물),필름코팅정,공급부족,2022-08-09,~2022-12-31
올무티닙염산염일수화물,올리타정200밀리그램(올무티닙염산염일수화물),필름코팅정,공급중단,2022-08-09,~2022-12-31
올무티닙염산염일수화물,올리타정400밀리그램(올무티닙염산염일수화물),필름코팅정,공급중단,2022-08-09,~2022-12-31
이소소르비드이질산염-염화나트륨,"이소켓0.1%주사(이소소르비드이질산염)
",용액주사제,공급중단,2022-07-28,~2022-12-31
P-아미노메칠안식향산,에스빅스주(P-아미노메칠안식향산),용액주사제,공급중단,2022-07-25,~2022-12-31
에스트라머스틴인산나트륨수화물,에스트라시트캡슐140밀리그램(에스트라머스틴인산나트륨수화물),"경질캡슐제, 산제",공급중단,2022-07-25,~2022-12-31
리팜피신,리팜핀정600미리그람(리팜피신),필름코팅정,공급중단,2022-07-22,~2022-12-31
"덱사메타손,네오마이신황산염,폴리믹신B황산염",맥시트롤점안액,현탁액점안제,공급부족,2022-07-22,~2022-12-31
말로틸레이트,칸택스정(말로틸레이트),필름코팅정,공급중단,2022-07-21,~2022-12-31
반데타닙,카프렐사정300밀리그램(반데타닙),필름코팅정,공급부족,2022-07-20,~2022-12-31
톨터로딘-L-타르타르산염,유로트롤정2mg(톨터로딘-L-타르타르산염),필름코팅정,공급부족,2022-07-15,~2022-12-31
메토카르바몰,비씨메토카르바몰정,필름코팅정,공급중단,2022-07-14,~2022-12-31
로라제팜,삼진로라제팜주,용액주사제,공급부족,2022-07-13,~2022-12-31
라베탈롤염산염,라베신주사(라베탈롤염산염),용액주사제,공급중단,2022-07-11,~2022-12-31
메토트렉세이트,메토젝트주50mg/mL(메토트렉세이트),용액주사제,공급부족,2022-07-08,~2022-12-31
라세카도트릴,하이드라섹산10mg(라세카도트릴),현탁액용산제,공급부족,2022-07-07,~2022-12-31
폴리사카라이드케이,코포랑캡슐(폴리사카라이드케이),"경질캡슐제, 산제",공급중단,2022-07-05,~2022-12-31
"부데소니드(미분화),포르모테롤푸마르산염수화물",심비코트터부헬러80/4.5마이크로그램,"흡입제, 미분류",공급부족,2022-07-05,~2022-12-31
에리트로마이신 장용피입자,보령에릭캡슐250mg(에리트로마이신),"장용성캡슐제, 펠렛",공급중단,2022-06-30,~2022-12-31
플루르비프로펜,목앤파워스프레이(플루르비프로펜),일반액상분무제,공급중단,2022-06-29,~2022-12-31
"리도카인염산염수화물,에피네프린타르타르산염","유니온리도카인·에피네프린주(1:100,000)",용액주사제,공급중단,2022-06-28,~2022-12-31
"스피라마이신,메트로니다졸",로도질정,필름코팅정,공급부족,2022-06-27,~2022-12-31
아미오다론염산염,코다론정(아미오다론염산염),나정,공급부족,2022-06-27,~2022-12-31
다코미티닙수화물,비짐프로정15밀리그램(다코미티닙수화물),필름코팅정,공급부족,2022-06-24,~2022-12-31
에카베트나트륨수화물,가스트렉스과립(에카베트나트륨수화물),과립제,공급중단,2022-06-24,~2022-12-31
라스부리카제,패스터텍주1.5밀리그램(라스부리카제),용액용동결건조분말주사제,공급부족,2022-06-23,~2022-12-31
라로니다제(재조합인간 알파-엘이두로니다제),알두라자임주(라로니다제),용액주사제,공급부족,2022-06-20,~2022-12-31
엘카토닌,엘시토닌주10단위(엘카토닌),용액주사제,공급중단,2022-06-16,~2022-12-31
라코사미드,라코팻시럽(라코사미드),액상시럽제,공급중단,2022-06-16,~2022-12-31
엘카토닌,엘시토닌주20S(엘카토닌),용액주사제,공급중단,2022-06-16,~2022-12-31
플루티카손프로피오네이트(미분화),큐티베이트크림(플루티카손프로피오네이트(미분화)),피부크림제,공급부족,2022-06-16,~2022-12-31
에피네프린,보스민액(에피네프린),"정량흡입제, 용액제",공급부족,2022-06-07,~2022-12-31
라미프릴,하트프릴정2.5밀리그램(라미프릴),나정,공급중단,2022-05-31,~2022-12-31
라미프릴,하트프릴프로텍트정(라미프릴),나정,공급중단,2022-05-31,~2022-12-31
펜타닐시트르산염,액틱구강정200마이크로그램(펜타닐시트르산염),트로키제,공급부족,2022-05-31,~2022-12-31
"수도에페드린염산염,펙소페나딘염산염",알레그라디정,다층정,공급중단,2022-05-30,~2022-12-31
디아제팜,삼진디아제팜주,용액주사제,공급중단,2022-05-30,~2022-12-31
"리도카인염산염일수화물,클로르헥시딘글루콘산염 액",인카인겔,피부용겔제,공급부족,2022-05-27,~2022-12-31
벤조카인,일청허리케인겔(벤조카인),피부용겔제,공급중단,2022-05-24,~2022-12-31
알러젠추출물,티로신에스주사(컨티뉴에이션코오스H),용액주사제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(트리트먼트코오스J),용액주사제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(컨티뉴에이션코오스J),용액주사제,공급중단,2022-05-16,~2022-12-31
타파미디스메글루민염(미분화),빈다켈캡슐20밀리그램(타파미디스메글루민염),"연질캡슐제, 액상",공급부족,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(컨티뉴에이션코오스G),용액주사제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(컨티뉴에이션코오스I),용액주사제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(트리트먼트코오스H),용액주사제,공급중단,2022-05-16,~2022-12-31
부데소니드,제크크림(부데소니드),피부크림제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(트리트먼트코오스G),용액주사제,공급중단,2022-05-16,~2022-12-31
알러젠추출물,티로신에스주사(트리트먼트코오스I),용액주사제,공급중단,2022-05-16,~2022-12-31
레보클로페라스틴펜디조산염,크로날현탁액(레보클로페라스틴펜디조산염),경구용현탁액제,공급중단,2022-05-13,~2022-12-31
알엠에스자가연골유래연골세포,콘드론(알엠에스자가연골유래연골세포),현탁액주사제,공급중단,2022-05-12,~2022-12-31
알엠에스자가골수유래뼈세포,알엠에스오스론(알엠에스자가골수유래뼈세포),현탁액주사제,공급중단,2022-05-12,~2022-12-31
"도큐세이트나트륨,소르비톨",얄액,관장제,공급중단,2022-05-10,~2022-12-31
"D-판테놀,클로르헥시딘염산염",카밍크림,피부크림제,공급중단,2022-05-02,~2022-12-31
알러젠추출물,노보헬리젠데포메인터넌스트리트먼트A,용액주사제,공급중단,2022-04-29,~2022-12-31
알러젠추출물,노보헬리젠데포이니셜트리트먼트A,용액주사제,공급중단,2022-04-29,~2022-12-31
인슐린아스파트,노보믹스50플렉스펜주 100단위/밀리리터,현탁액주사제,공급부족,2022-04-28,~2022-12-31
인슐린아스파트,피아스프플렉스터치주100단위/밀리리터(인슐린아스파트),용액주사제,공급부족,2022-04-28,~2022-12-31
세프피라미드나트륨,세피라드주1그램(세프피라미드나트륨),용액용분말주사제,공급중단,2022-04-28,~2022-12-31
트라보프로스트,이즈바점안액0.003%(트라보프로스트),점안용액제,공급부족,2022-04-27,~2022-12-31
요오딕사놀,비지파크주320밀리그람(요오딕사놀),용액주사제,공급부족,2022-04-27,~2022-12-31
요오딕사놀,비지파크주270밀리그람(요오딕사놀),용액주사제,공급부족,2022-04-27,~2022-12-31
요오딕사놀,비지파크주320밀리그람(요오딕사놀),용액주사제,공급부족,2022-04-27,~2022-12-31
염화칼륨,케이콘틴서방정(염화칼륨),서방성필름코팅정,공급부족,2022-04-27,~2022-12-31
펜타닐시트르산염,액틱구강정200마이크로그램(펜타닐시트르산염),트로키제,공급부족,2022-04-26,~2022-12-31
카르보시스테인,리나치올시럽5%(카르보시스테인)(수출명:HyundiolSyrup5%),액상시럽제,공급부족,2022-04-15,~2022-12-31
카르보시스테인,리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg),"경질캡슐제, 산제",공급부족,2022-04-15,~2022-12-31
트리메타지딘염산염,이메지드엠알서방정35밀리그램(트리메타지딘염산염),서방성필름코팅정,공급중단,2022-04-08,~2022-12-31
브롬화수소산시탈로프람,산도스시탈로프람정20밀리그람(브롬화수소산시탈로프람),필름코팅정,공급중단,2022-04-08,~2022-12-31
세파만돌나페이트,만세프주1그램(세파만돌나페이트),용액용분말주사제,공급부족,2022-04-07,~2022-12-31
살부타몰황산염,부광살부타몰정4밀리그램(살부타몰황산염),나정,공급중단,2022-03-31,~2022-12-31
폴리네이트칼슘,화이자류코보린주15mg(폴리네이트칼슘),용액주사제,공급중단,2022-03-31,~2022-12-31
베반토롤염산염,칼반정50밀리그램(베반토롤염산염),필름코팅정,공급중단,2022-03-30,~2022-12-31
베반토롤염산염,칼반정100밀리그램(베반토롤염산염),필름코팅정,공급중단,2022-03-30,~2022-12-31
플루티카손프로피오네이트(미분화),"후릭소타이드네뷸2밀리그램(플루티카손프로피오네이트(미분화))
","정량흡입제, 현탁액제",공급중단,2022-03-24,~2022-12-31
시프로테론아세테이트,안드로쿨정(시프로테론아세테이트),나정,공급부족,2022-03-21,~2022-12-31
"메타규산알루민산마그네슘,이부프로펜",탁센엠지연질캡슐,"연질캡슐제, 액상",공급중단,2022-03-21,~2022-12-31
데페록사민메실레이트,화이자데페록사민메실레이트주500mg,용액용동결건조분말주사제,공급부족,2022-03-18,~2022-12-31
퍼플루트렌,데피니티주(퍼플루트렌지질미소구체),용액주사제,공급중단,2022-03-18,~2022-12-31
엘로투주맙,"엠플리시티주400밀리그램(엘로투주맙, 유전자재조합)",용액용동결건조분말주사제,공급중단,2022-03-16,~2022-12-31
"슈도에페드린황산염,d-브롬페니라민말레산염",삐삐콜플러스정,나정,공급중단,2022-03-16,~2022-12-31
엘로투주맙,"엠플리시티주300밀리그램(엘로투주맙, 유전자재조합)",용액용동결건조분말주사제,공급중단,2022-03-16,~2022-12-31
세트로렐릭스아세트산염,세트로타이드주0.25밀리그램(세트로렐릭스아세트산염),용액용동결건조분말주사제,공급부족,2022-03-15,~2022-12-31
"토실리주맙(숙주:CHO DXB11, 벡터:phPM1HL2, 종세포주:CHO V4)",악템라주(토실리주맙)(유전자재조합),용액주사제,공급중단,2022-03-15,~2022-12-31
설린닥,크리돌정100밀리그람(설린닥),필름코팅정,공급중단,2022-03-11,~2022-12-31
울리프리스탈 아세테이트,이니시아정(울리프리스탈아세테이트),나정,공급중단,2022-03-10,~2022-12-31
메토트렉세이트,메토젝트주50mg/mL(메토트렉세이트),용액주사제,공급중단,2022-03-08,~2022-12-31
마늘가루,콰이포르테당의정 300mg(마늘가루),당의정,공급중단,2022-03-08,~2022-12-31
미토테인,리소드렌정500밀리그람(미토테인),나정,공급중단,2022-03-08,~2022-12-31
파인애플단백가수분해효소추출물,넥소브리드겔5그램(파인애플단백가수분해효소추출물),피부용겔제,공급중단,2022-03-08,~2022-12-31
삼산화비소,트리세녹스주(삼산화비소),용액주사제,공급중단,2022-03-08,~2022-12-31
E.coli strain Nissle 1917의 동결건조물,뮤타플로캡슐(E.coli strain Nissle 1917의 동결건조물),"경질캡슐제, 산제",공급중단,2022-03-08,~2022-12-31
메토트렉세이트,메토젝트주50mg/mL(메토트렉세이트),용액주사제,공급중단,2022-03-08,~2022-12-31
E.coli strain Nissle 1917의 Biomass,뮤타플로현탁액 (E.coli strain Nissle 1917),경구용현탁액제,공급중단,2022-03-08,~2022-12-31
"실툭시맙 (단클론항체, 유전자재조합)","실반트주400밀리그램(실툭시맙, 유전자재조합)",용액용동결건조분말주사제,공급중단,2022-03-08,~2022-12-31
알데스류킨,"프로류킨주(알데스류킨, 유전자재조합)",용액용분말주사제,공급중단,2022-03-08,~2022-12-31
메토트렉세이트,메토젝트주50mg/mL(메토트렉세이트),용액주사제,공급중단,2022-03-08,~2022-12-31
엘-아스파라기나제,에르위나제주(엘-아스파라기나제),용액용동결건조분말주사제,공급중단,2022-03-08,~2022-12-31
글루콘산클로르헥시딘액20%,마이크로실드4액(글루콘산클로르헥시딘),피부액제,공급중단,2022-03-08,~2022-12-31
덱스라족산,카디옥산주500밀리그램(덱스라족산),용액용동결건조분말주사제,공급중단,2022-03-08,~2022-12-31
콜레칼시페롤,비타민디(D)3비코트랫주(콜레칼시페롤),용액주사제,공급중단,2022-03-08,~2022-12-31
5-아미노레불린산 염산염,글리올란(5-아미노레불린산염산염),용액용산제,공급중단,2022-03-08,~2022-12-31
메토트렉세이트,메토젝트주50mg/mL(메토트렉세이트),용액주사제,공급중단,2022-03-08,~2022-12-31
"페녹시에탄올,옥테니딘염산염",옥테니셉트액,피부액제,공급중단,2022-03-08,~2022-12-31
에피네프린타르타르산염,젝스트프리필드펜주300마이크로그램(에피네프린타르타르산염),용액주사제,공급중단,2022-03-08,~2022-12-31
"플루오시놀론아세토니드,시프로플록사신염산염",세트락살플러스점이액,점이액제,공급중단,2022-03-08,~2022-12-31
콜레칼시페롤농축분말,비코레드정 22400아이유 (콜레칼시페롤농축분말),필름코팅정,공급중단,2022-03-08,~2022-12-31
글루콘산클로르헥시딘액20%,마이크로실드4액(글루콘산클로르헥시딘),피부액제,공급중단,2022-03-08,~2022-12-31
클로르헥시딘글루콘산염액,마이크로실드2액(클로르헥시딘글루콘산염),피부액제,공급중단,2022-03-08,~2022-12-31
D-만니톨,아리돌흡입용캡슐콤비팩(만니톨) ,"흡입제, 미분류",공급중단,2022-03-08,~2022-12-31
"실툭시맙 (단클론항체, 유전자재조합)","실반트주100밀리그램(실툭시맙, 유전자재조합)",용액용동결건조분말주사제,공급중단,2022-03-08,~2022-12-31
에피네프린타르타르산염,젝스트프리필드펜주150마이크로그램(에피네프린타르타르산염),용액주사제,공급중단,2022-03-08,~2022-12-31
포스카네트 나트륨 수화물,포스카비어주(포스카네트 나트륨 수화물),용액주사제,공급중단,2022-03-08,~2022-12-31
클로르헥시딘글루콘산염액,마이크로실드2액(클로르헥시딘글루콘산염),피부액제,공급중단,2022-03-08,~2022-12-31
다나졸,영풍다나졸200mg캡슐,"경질캡슐제, 산제",공급부족,2022-03-03,~2022-12-31
아미노필린수화물,대원아미노필린정(아미노필린수화물),나정,공급부족,2022-02-24,~2022-12-31
설프로스톤,나라돌주500(설프로스톤),용액용동결건조분말주사제,공급중단,2022-02-22,~2022-12-31
퍼메트린,오메크린크림(퍼메트린),피부크림제,공급부족,2022-02-22,~2022-12-31
피프린히드리네이트,푸라콩주(피프린히드리네이트),용액주사제,공급중단,2022-02-22,~2022-12-31
토레미펜시트르산염,화레스톤정40밀리그램(토레미펜시트르산염),나정,공급중단,2022-02-21,~2022-12-31
케토롤락트로메타민염,아큐베일점안액0.45%(케토롤락트로메타민염)(1회용),점안용액제,공급부족,2022-02-18,~2022-12-31
알카프타딘,라스타카프트점안액0.25%(알카프타딘),점안용액제,공급부족,2022-02-18,~2022-12-31
애플리버셉트,잘트랩주25mg/mL(애플리버셉트),용액주사제,공급부족,2022-02-16,~2022-12-31
니모디핀,이연니모디핀주(수출용),용액주사제,공급중단,2022-02-15,~2022-12-31
펜토라민메실레이트,펜톨민주사(펜토라민메실레이트),용액주사제,공급중단,2022-02-15,~2022-12-31
포르모테롤푸마르산염수화물,삼아아토크정20마이크로그램(포르모테롤푸마르산염수화물)(수출명 : 삼아포르모테롤푸마르산염수화물정20마이크로그램)(수출용),나정,공급중단,2022-02-11,~2022-12-31
사람면역글로불린-지,아이비글로불린에스엔주10%(글리신 첨가 사람면역글로불린[pH4.8]),용액주사제,공급부족,2022-02-11,~2022-12-31
포르모테롤푸마르산염수화물,삼아아토크정(포르모테롤푸마르산염수화물)(수출명 : 삼아포르모테롤푸마르산염수화물정)(수출용),나정,공급중단,2022-02-11,~2022-12-31
P-아미노메칠안식향산,휘브릭스주사(P-아미노메칠안식향산),용액주사제,공급중단,2022-02-09,~2022-12-31
"메칠-N,S-디아세틸시스테인","뮤코존정(메칠-N,S-디아세틸시스테인)",당의정,공급중단,2022-02-07,~2022-12-31
"쎄니틴 T60,쎄니틴 GBX",쎄닐톤정,필름코팅정,공급중단,2022-02-07,~2022-12-31
프로파세타몰염산염,파세타주(프로파세타몰염산염),용액용분말주사제,공급부족,2022-02-04,~2022-12-31
필로카르핀염산염,이솝토카핀2%점안액(필로카르핀염산염),점안용액제,공급중단,2022-01-28,~2022-12-31
아미오다론염산염,코다론주사(아미오다론염산염),용액주사제,공급부족,2022-01-28,~2022-12-31
라무시루맙,"사이람자주10밀리그램/밀리리터(라무시루맙,유전자재조합)",용액주사제,공급부족,2022-01-28,~2022-12-31
5-히드록시트립토판,5-에이치티피캅셀(5-하이드록시트립토판(옥시트립탄)),"경질캡슐제, 산제",공급중단,2022-01-27,~2022-12-31
클로미펜시트르산염,영풍클로미펜시트르산염정,나정,공급중단,2022-01-26,~2022-12-31
파시레오타이드디아스파르트산염,시그니포주0.9밀리그램(파시레오타이드디아스파르트산염),용액주사제,공급중단,2022-01-24,~2022-12-31
툴로부테롤,호쿠날린패취0.5밀리그람(툴로부테롤),서방성경피흡수제,공급중단,2022-01-21,~2022-12-31
"아셀렌산나트륨오수화물,산화아연",맥세렌제트정,나정,공급중단,2022-01-21,~2022-12-31
툴로부테롤,호쿠날린패취2밀리그람(툴로부테롤),서방성경피흡수제,공급중단,2022-01-21,~2022-12-31
툴로부테롤,호쿠날린패취1밀리그람(툴로부테롤),서방성경피흡수제,공급중단,2022-01-21,~2022-12-31
피코설페이트나트륨수화물,지엘피코락정(피코설페이트나트륨수화물),당의정,공급중단,2022-01-19,~2022-12-31
사람 피브리노겐,녹십자-파이브리노겐주(건조사람피브리노겐),용액용동결건조분말주사제,공급부족,2022-01-18,~2022-12-31
치오펜탈나트륨,펜토탈소디움주사0.25그램(치오펜탈나트륨),용액용분말주사제,공급중단,2022-01-17,~2022-12-31
"레보도파,염산벤세라짓",마도파정,나정,공급중단,2022-01-17,~2022-12-31
"레보도파,염산벤세라짓",마도파정125,나정,공급중단,2022-01-17,~2022-12-31
비노렐빈타르타르산염,나벨빈주(비노렐빈타르타르산염),용액주사제,공급부족,2022-01-13,~2022-12-31
티로트로핀(TSH)알파,타이로젠주(티로트로핀알파),용액용동결건조분말주사제,공급부족,2022-01-11,~2022-12-31
트라벡테딘,욘델리스주사1.0밀리그램(트라벡테딘),용액용동결건조분말주사제,공급부족,2022-01-07,~2022-12-31
인도시아닌그린,하이플인도시아닌그린주,용액용동결건조분말주사제,공급부족,2022-01-05,~2022-12-31
베클로메타손 디프로피오네이트 무수물,리노클레닐100비액(베클로메타손디프로피오네이트),일반현탁분무제,공급중단,2021-12-30,~2022-12-31
클로스트리디움 보툴리눔 독소 A형 (Hall 균주),보톡스주(클로스트리디움 보툴리눔 독소 A형),용액용분말주사제,공급부족,2021-12-24,~2022-12-31
페람파넬,파이콤파현탁액0.5mg/mL(페람파넬),경구용현탁액제,공급부족,2021-12-23,~2022-12-31
트레티노인,스티바에이크림0.05%(트레티노인),피부크림제,공급부족,2021-12-21,~2022-12-31
