물품코드,물품명,usage_qty,usage_value,unit_price,transactions,value_share,cumulative_share,abc_class,ved_class,rank
WC00800171,졸피람정10밀리그램(졸피뎀타르타르산염)_(10mg/1정)(환인제약(주))-1정,1370.5,0.0,,251,3.7102260962526626e-06,0.9935663378348119,C,,6137
USE0000922,락토파워 생유산균,1370.0,0.0,,79,3.708872493152972e-06,0.993570046707305,C,,6138
W642905240,플루코팜정150밀리그램(플루코나졸)(일동제약(주))-1정,1368.0,0.0,,64,3.7034580807542085e-06,0.9935737501653857,C,,6139
USE0000999,물티슈,1367.0,0.0,,231,3.7007508745548266e-06,0.9935774509162603,C,,6140
W643501121,바이버크림(아시클로버)_(0.25g/5g)(한미약품(주))-5g/개,1367.0,0.0,0.0,655,3.7007508745548266e-06,0.9935811516671348,C,,6141
W670606660,로카탄정100mg(로사르탄칼륨)((주)휴온스)-1정,1366.0,0.0,,32,3.698043668355445e-06,0.9935848497108032,C,,6142
W656003770,파비어정250밀리그램(팜시클로비르)(알리코제약(주))-1정,1366.0,0.0,,73,3.698043668355445e-06,0.9935885477544716,C,,6143
W073100410,아토젯정10/10밀리그램_(1정)(한국오가논(주))-1정,1366.0,0.0,,25,3.698043668355445e-06,0.99359224579814,C,,6144
WMD0327935,헥시타놀2%((주)퍼슨),1363.0,0.0,,28,3.6899220497573e-06,0.9935959357201898,C,,6145
W656204600,레고렉스캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐)((주)바스칸바이오제약)-1캡슐,1363.0,0.0,0.0,25,3.6899220497573e-06,0.9935996256422396,C,,6146
W622803730,모사프리엠정(모사프리드시트르산염수화물)_(5.29mg/1정)((주)마더스제약)-1정,1362.0,0.0,,31,3.687214843557918e-06,0.9936033128570831,C,,6147
WA26451051,레피라이정(레보설피리드)_(25mg/1정)((주)티디에스팜)-1정,1362.0,0.0,,40,3.687214843557918e-06,0.9936070000719267,C,,6148
W651601660,아목살린정_(1정)(한화제약(주))-1정,1360.0,0.0,0.0,103,3.6818004311591546e-06,0.9936106818723579,C,,6149
O655006740,한신반하사심탕연조엑스(단미엑스혼합제)-30.00 g,1359.0,0.0,,74,3.679093224959773e-06,0.9936143609655829,C,,6150
USE0000340,방문파스(7매),1359.0,0.0,0.0,187,3.679093224959773e-06,0.9936180400588078,C,,6151
USE0005335,손수건,1358.0,0.0,,23,3.676386018760391e-06,0.9936217164448266,C,,6152
W644309420,엘도테인정(에르도스테인)_(0.3g/1정)(한국유나이티드제약(주))-1정,1354.0,0.0,,199,3.6655571939628644e-06,0.9936253820020206,C,,6153
WA04503591,트리돌캡슐(트라마돌염산염)_(50mg/1캡슐)((주)유한양행)-1캡슐,1354.0,0.0,0.0,132,3.6655571939628644e-06,0.9936290475592146,C,,6154
USE0004078,쿨토시,1354.0,0.0,,133,3.6655571939628644e-06,0.9936327131164086,C,,6155
USE0000468,임산부자동차표지,1353.0,527670.0,390.0,460,3.6628499877634825e-06,0.9936363759663963,C,,6156
O655006600,한신형개연교탕(단미엑스산혼합제)-10.32g,1352.0,0.0,,166,3.6601427815641006e-06,0.9936400361091778,C,,6157
USE0000901,차량스티커(원형),1352.0,0.0,0.0,270,3.6601427815641006e-06,0.9936436962519594,C,,6158
W678601970,리얼리정_(0.4054g/1정)((주)다산제약)-1정,1352.0,0.0,,21,3.6601427815641006e-06,0.9936473563947409,C,,6159
W628901960,"에브젯정10/20밀리그램(에제티미브, 아토르바스타틴)_(1정)((주)이든파마)-1정",1350.0,0.0,,6,3.6547283691653373e-06,0.99365101112311,C,,6160
W642706930,동화알티옥트산정(알티옥트산트로메타민염)_(0.48g/1정)(동화약품(주))-1정,1349.0,0.0,,14,3.6520211629659558e-06,0.993654663144273,C,,6161
WA09705001,쿠에타핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정)(환인제약(주))-1정,1349.0,0.0,0.0,31,3.6520211629659558e-06,0.9936583151654359,C,,6162
W642703511,판콜에스내복액(30mL)(동화약품(주))-30mL/병,1347.0,0.0,,50,3.646606750567192e-06,0.9936619617721865,C,,6163
USE0004040,핫팩,1347.0,0.0,0.0,40,3.646606750567192e-06,0.993665608378937,C,,6164
W642000350,미노페시아정1밀리그람(피나스테리드)(1mg/1정)(현대약품(주))-1정,1347.0,0.0,,9,3.646606750567192e-06,0.9936692549856876,C,,6165
O694203660,정우시호계지탕산(단미엑스혼합제)-7.56g,1346.0,0.0,,82,3.6438995443678105e-06,0.9936728988852319,C,,6166
WMD0325865,★손톱깍이,1344.0,0.0,,182,3.638485131969047e-06,0.9936765373703639,C,,6167
USE0001075,1.로시덴겔50g,1342.0,0.0,,188,3.6330707195702833e-06,0.9936801704410835,C,,6168
USE0001100,임산부 자동차표지(모자실),1342.0,0.0,,454,3.6330707195702833e-06,0.9936838035118031,C,,6169
WA00306971,플루테칸정150밀리그램(플루코나졸)_(0.15g/1정)(신풍제약(주))-1정,1341.0,0.0,,73,3.630363513370902e-06,0.9936874338753164,C,,6170
USE0000429,임산부지원정책(리플렛),1341.0,0.0,0.0,354,3.630363513370902e-06,0.9936910642388298,C,,6171
USE0001437,찜질주머니,1340.0,0.0,0.0,187,3.62765630717152e-06,0.9936946918951369,C,,6172
W642306540,클로젝스정(클로피도그렐황산수소염)_(97.875mg/1정)(삼성제약(주))-1정,1340.0,0.0,,22,3.62765630717152e-06,0.993698319551444,C,,6173
W653400673,복합마데카솔연고(15g)(동국제약(주))-15g/개,1339.75,0.0,,509,3.6269795056216746e-06,0.9937019465309497,C,,6174
W646900562,어린이타이레놀현탁액_(16g/500mL)((주)한국얀센)-500(1)mL/병,1338.5,0.0,0.0,22,3.6235954978724473e-06,0.9937055701264476,C,,6175
USE0005365,골드락토 프로바이오틱스,1338.0,0.0,,121,3.6222418947727566e-06,0.9937091923683423,C,,6176
USE0006276,신신파프쿨(김은선),1337.0,0.0,,317,3.6195346885733747e-06,0.9937128119030308,C,,6177
W645602241,후로스판액(플로로글루시놀수화물)_(4g/500mL)(대화제약(주))-500(1)mL/병,1337.0,0.0,,57,3.6195346885733747e-06,0.9937164314377194,C,,6178
W640006660,사일레노정3밀리그램(독세핀염산염)_(3.39mg/1정)(에이치케이이노엔(주))-1정,1337.0,0.0,,40,3.6195346885733747e-06,0.9937200509724079,C,,6179
W679801470,독시엔디정(독시사이클린수화물)((주)티디에스팜)-1정,1336.0,0.0,,93,3.616827482373993e-06,0.9937236677998903,C,,6180
W698004140,뮤리손SR서방정(에페리손염산염)_(75mg/1정)((주)제뉴파마)-1정,1336.0,0.0,0.0,31,3.616827482373993e-06,0.9937272846273727,C,,6181
USE0000380,스펙트라 유축기,1335.0,0.0,,456,3.6141202761746113e-06,0.9937308987476489,C,,6182
USE0002071,산모수첩,1335.0,0.0,,262,3.6141202761746113e-06,0.993734512867925,C,,6183
W670607661,카이닉스2점안액(히알루론산나트륨)(1회용)_(0.9mg/0.5mL)((주)휴온스)-0.5mL/관,1335.0,0.0,,57,3.6141202761746113e-06,0.9937381269882012,C,,6184
W645906170,텔미스타정80밀리그램(텔미사르탄)_(80mg/1정)(동광제약(주))-1정,1334.0,0.0,,56,3.6114130699752294e-06,0.9937417384012711,C,,6185
W643600832,후시메드연고(퓨시드산나트륨)(02g/10g)((주)녹십자)-10g/개,1333.0,0.0,,895,3.608705863775848e-06,0.9937453471071349,C,,6186
W665600031,크라비트점안액(레보플록사신 수화물)_(25mg/5mL)(한국산텐제약(주))-5mL/병,1333.0,0.0,0.0,509,3.608705863775848e-06,0.9937489558129987,C,,6187
W658600301,마토크주(메토카르바몰)_(0.5g/5mL)(이연제약(주))-5mL/앰플,1333.0,0.0,,668,3.608705863775848e-06,0.9937525645188625,C,,6188
W644003850,메디롤정4mg(글리메피리드)_(4mg/1정)(삼익제약(주))-1정,1332.0,0.0,,20,3.605998657576466e-06,0.9937561705175201,C,,6189
W698502060,후루존정150밀리그램(플루코나졸)_(0.15g/1정)((주)테라젠이텍스)-1정,1331.0,0.0,,98,3.6032914513770846e-06,0.9937597738089714,C,,6190
WA04504191,"키목신캡슐500밀리그램(아목시실린수화물)(수출명:아목시실린캡슐500밀리그램,아목스메디코,아목시실리나캡슐500밀리그램)_(0.5g/1캡슐)((주)유한양행)-1캡슐",1331.0,0.0,0.0,83,3.6032914513770846e-06,0.9937633771004227,C,,6191
USE0002031,임산부차량용배지,1331.0,399300.0,300.0,337,3.6032914513770846e-06,0.993766980391874,C,,6192
W696601650,알레지나정(에피나스틴염산염)_(10mg/1정)(일양바이오팜(주))-1정,1329.0,0.0,,43,3.5978770389783208e-06,0.993770578268913,C,,6193
USE0001029,칫솔치약세트,1329.0,0.0,,186,3.5978770389783208e-06,0.993774176145952,C,,6194
OOM0300838,쎄파신,1329.0,0.0,,45,3.5978770389783208e-06,0.993777774022991,C,,6195
W650500341,"제일리도카인주사액_(리도카인염산염, 0.4g/20mL)((주)제일제약)-20mL/병",1328.75,0.0,,356,3.5972002374284754e-06,0.9937813712232284,C,,6196
W640902780,판터롤정20밀리그램(판토프라졸나트륨세스키히드레이트)((주)일화)-1정,1327.0,0.0,,55,3.5924626265795574e-06,0.993784963685855,C,,6197
USE0001621,스타일패드(대형),1327.0,0.0,0.0,284,3.5924626265795574e-06,0.9937885561484816,C,,6198
WA18400991,한국넬슨미소프로스톨정(한국넬슨제약)-1정,1327.0,0.0,,49,3.5924626265795574e-06,0.9937921486111082,C,,6199
W055100330,투미드정100밀리그램(레바미피드)_(0.1g/1정)(코스맥스파마(주))-1정,1327.0,0.0,,37,3.5924626265795574e-06,0.9937957410737348,C,,6200
WA05750611,돔피돈정(동화약품공업)-1정,1322.0,0.0,,92,3.5789265955826487e-06,0.9937993200003304,C,,6201
WA00306301,무코피드정(레바미피드)_(0.1g/1정)(신풍제약(주))-1정,1321.0,0.0,,54,3.5762193893832673e-06,0.9938028962197198,C,,6202
W698503400,리카스타캡슐 75mg(프레가발린)_(75mg/1캡슐)((주)테라젠이텍스)-1캡슐,1320.0,0.0,,32,3.5735121831838854e-06,0.993806469731903,C,,6203
USE0000409,실버웰(한국메디칼푸드),1320.0,0.0,0.0,29,3.5735121831838854e-06,0.9938100432440862,C,,6204
WMD0326772,복합우루사캅셀(대웅제약),1320.0,0.0,,16,3.5735121831838854e-06,0.9938136167562693,C,,6205
WA18401701,넬슨가바펜틴캡슐(한국넬슨제약)-1캡슐,1320.0,0.0,,9,3.5735121831838854e-06,0.9938171902684525,C,,6206
WA10004181,큐로빅스정(메디카코리아)-1정,1320.0,0.0,,11,3.5735121831838854e-06,0.9938207637806357,C,,6207
USE0002079,덧신양말(방문),1319.0,0.0,,79,3.5708049769845035e-06,0.9938243345856127,C,,6208
WA21403951,가바페닌캡슐(한미약품)-1캡슐,1318.0,0.0,,38,3.568097770785122e-06,0.9938279026833835,C,,6209
W650700930,직듀오서방정10/1000밀리그램(한국아스트라제네카(주))-1정,1317.0,0.0,,15,3.56539056458574e-06,0.9938314680739481,C,,6210
W645404500,넥실렌에스정[애엽이소프로판올연조엑스(20→1)](제일약품(주))-1정,1316.0,0.0,,37,3.5626833583863586e-06,0.9938350307573065,C,,6211
WA03005901,에릭손정(국제약품공업)-1정,1316.0,0.0,,76,3.5626833583863586e-06,0.9938385934406649,C,,6212
USE0001321,"신세계상품권(5,000원권)",1315.0,0.0,,16,3.5599761521869767e-06,0.9938421534168171,C,,6213
WA42951551,글라디엠정2mg(유한메디카)-1정,1315.0,0.0,,45,3.5599761521869767e-06,0.9938457133929693,C,,6214
WMD0309218,복합부스코판당의정(한국베링거인겔하임)-1T,1314.0,0.0,,101,3.557268945987595e-06,0.9938492706619153,C,,6215
W642405000,라베뉴정20/500밀리그램_(1정)(영진약품(주))-1정,1314.0,0.0,,94,3.557268945987595e-06,0.9938528279308613,C,,6216
USE0001241,혈당스틱(올메디쿠스),1312.0,0.0,0.0,359,3.5518545335888314e-06,0.9938563797853949,C,,6217
W651600231,뮤테란과립200밀리그램(아세틸시스테인)_(0.2g/1g)(한화제약(주))-1g/포,1311.9,0.0,,204,3.5515838129688936e-06,0.9938599313692078,C,,6218
USE0004293,신신물파스에스,1310.0,0.0,,175,3.546440121190068e-06,0.993863477809329,C,,6219
WA11650271,아로베스트정(아플로쿠알론)_(20mg/1정)(에이치케이이노엔(주))-1정,1310.0,0.0,0.0,58,3.546440121190068e-06,0.9938670242494503,C,,6220
O694204050,정우갈근해기탕(단미엑스산혼합제)-17.1g,1309.0,0.0,,97,3.543732914990686e-06,0.9938705679823653,C,,6221
USE0005521,(재가암)파스(케토크린),1309.0,0.0,,299,3.543732914990686e-06,0.9938741117152803,C,,6222
WA08651931,엘린플러스크림(태극제약)-1g,1308.0,0.0,0.0,149,3.5410257087913047e-06,0.993877652740989,C,,6223
USE0000590,저출산 홍보 쇼핑백,1306.0,0.0,,362,3.5356112963925413e-06,0.9938811883522854,C,,6224
USE0002505,상품권,1305.0,0.0,,4,3.5329040901931594e-06,0.9938847212563756,C,,6225
USE0001798,바세린,1304.0,0.0,0.0,174,3.5301968839937775e-06,0.9938882514532597,C,,6226
W653404040,피타론정(피타바스타틴칼슘)_(2mg/1정)(동국제약(주))-1정,1303.0,0.0,,44,3.527489677794396e-06,0.9938917789429375,C,,6227
W643506020,몬테잘츄정5밀리그램(몬테루카스트나트륨)_(5.2mg/1정)(한미약품(주))-1정,1302.0,0.0,,122,3.524782471595014e-06,0.993895303725409,C,,6228
WMD0100146,아로나민골드,1302.0,0.0,,376,3.524782471595014e-06,0.9938988285078806,C,,6229
USE0001202,당화혈색소 스틱,1301.0,0.0,,251,3.5220752653956327e-06,0.993902350583146,C,,6230
USE0001117,성남사랑상품권,1301.0,0.0,0.0,113,3.5220752653956327e-06,0.9939058726584115,C,,6231
USE0000456,칫솔치약세트(방문),1300.0,0.0,,251,3.5193680591962508e-06,0.9939093920264707,C,,6232
USE0001487,양말,1300.0,0.0,,98,3.5193680591962508e-06,0.9939129113945299,C,,6233
W689001170,팜카딘정20밀리그램(파모티딘)_(20mg/1정)((주)시어스제약)-1정,1299.0,0.0,,55,3.516660852996869e-06,0.9939164280553828,C,,6234
USE0001292,방문드레싱-슈퍼포아1호(5*7),1298.0,0.0,,31,3.5139536467974874e-06,0.9939199420090297,C,,6235
O661306760,경방생맥산연조엑스(단미엑스혼합제)-30g,1298.0,0.0,,58,3.5139536467974874e-06,0.9939234559626765,C,,6236
USE0006279,신신파프쿨(최은숙),1297.0,0.0,,370,3.5112464405981055e-06,0.9939269672091171,C,,6237
WA04900311,제일제약아스코르브산주사액5%(제일제약)-2ml/앰플,1296.0,0.0,,367,3.508539234398724e-06,0.9939304757483515,C,,6238
WMD0325457,쎄레스톤지크림 15g,1295.0,0.0,0.0,605,3.505832028199342e-06,0.9939339815803797,C,,6239
WMD0328238,(비급여)포박신캡슐(경방신약),1294.0,0.0,0.0,37,3.50312482199996e-06,0.9939374847052017,C,,6240
USE0002758,어린이영양젤리,1294.0,0.0,,52,3.50312482199996e-06,0.9939409878300237,C,,6241
USE0000549,방문부직포가방,1293.0,0.0,0.0,270,3.5004176158005787e-06,0.9939444882476395,C,,6242
WA12804061,아목시클정(대원제약)-1정,1292.5,0.0,,82,3.4990640127008876e-06,0.9939479873116521,C,,6243
WMD0325816,그랑페롤 연질캡슐 1000IU,1290.0,20124000.0,15600.0,96,3.4922959972024335e-06,0.9939514796076493,C,,6244
WA78050681,트라칸세미정(성원애드콕제약)-1정,1290.0,0.0,,39,3.4922959972024335e-06,0.9939549719036465,C,,6245
W644803091,"하이로손크림(히드로코르티손)(수출명:Hydrocortisone1%CreamMaxStrength,HydrocortisoneCream)_(0.2g/20g)(태극제약(주))-20g/개",1290.0,0.0,,793,3.4922959972024335e-06,0.9939584641996436,C,,6246
W644703770,에스케이코스카플러스정(에스케이케미칼(주))-1정,1290.0,0.0,,41,3.4922959972024335e-06,0.9939619564956408,C,,6247
WA01451391,엠디핀정(이연제약)-1정,1290.0,0.0,,9,3.4922959972024335e-06,0.993965448791638,C,,6248
USE0000141,고단백 그린비아 (30캔/box),1290.0,0.0,,43,3.4922959972024335e-06,0.9939689410876351,C,,6249
W647800702,시푸로겔3%(케토프로펜)_(1.5g/50g)(삼진제약(주))-50g/개,1289.8,0.0,0.0,417,3.491754555962557e-06,0.9939724328421911,C,,6250
USE0000988,미니구급함,1289.0,0.0,0.0,142,3.4895887910030516e-06,0.9939759224309821,C,,6251
W057000770,레보토스정(레보드로프로피진)_(60mg/1정)(주식회사 더유제약)-1정,1289.0,0.0,,87,3.4895887910030516e-06,0.9939794120197731,C,,6252
WMD0328506,마이니 레몬유래엽산(일동제약),1286.0,0.0,,220,3.4814671724049067e-06,0.9939828934869456,C,,6253
USE0001749,뉴케어,1286.0,0.0,,92,3.4814671724049067e-06,0.993986374954118,C,,6254
WA21404001,토르셈정(한미약품)-1정,1285.0,0.0,,45,3.478759966205525e-06,0.9939898537140842,C,,6255
W626500690,베스자임정(동아에스티(주))-1정(보훈급여),1284.0,0.0,,43,3.476052760006143e-06,0.9939933297668442,C,,6256
USE0001248,케토크린파스,1284.0,0.0,,213,3.476052760006143e-06,0.9939968058196041,C,,6257
WMD0328008,(이동)애니코프300mg,1284.0,0.0,,84,3.476052760006143e-06,0.9940002818723641,C,,6258
USE0000939,바세린,1282.0,0.0,,116,3.4706383476073795e-06,0.9940037525107117,C,,6259
W644700130,기넥신에프정(은행엽엑스)_(40mg/1정)(에스케이케미칼(주))-1정,1282.0,0.0,,35,3.4706383476073795e-06,0.9940072231490593,C,,6260
W642902060,캐롤에프정(이부프로펜아르기닌)(03689g/1정)(일동제약(주))-1정,1282.0,0.0,,54,3.4706383476073795e-06,0.9940106937874069,C,,6261
USE0002067,임산부 사탕 ,1280.0,0.0,,291,3.465223935208616e-06,0.9940141590113422,C,,6262
W640006870,안플레이드SR정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정)(에이치케이이노엔(주))-1정,1280.0,0.0,0.0,32,3.465223935208616e-06,0.9940176242352774,C,,6263
USE0001457,방수 밴드,1280.0,0.0,,184,3.465223935208616e-06,0.9940210894592126,C,,6264
USE0001748,콜레스테롤스틱(윤다영),1278.0,0.0,,171,3.4598095228098528e-06,0.9940245492687354,C,,6265
WMD0328135,(비급여)유락신50g연고(녹십자),1277.0,0.0,,41,3.457102316610471e-06,0.994028006371052,C,,6266
USE0000692,휘발유,1275.52,0.0,,211,3.453095651435386e-06,0.9940314594667035,C,,6267
WMD0328804,(건)마이니철분플러스,1275.0,0.0,,84,3.4516879042117075e-06,0.9940349111546076,C,,6268
USE0006283,신신파프쿨(배방),1275.0,0.0,,294,3.4516879042117075e-06,0.9940383628425118,C,,6269
W645906180,텔미스타플러스정80/12.5밀리그램_(1정)(동광제약(주))-1정,1274.0,0.0,,132,3.4489806980123256e-06,0.9940418118232098,C,,6270
O658105570,한풍불환금정기산(단미엑스산혼합제)-7.98g,1273.95,0.0,,74,3.4488453377023567e-06,0.9940452606685475,C,,6271
USE0000789,영양제(삐콤씨),1273.0,0.0,,387,3.446273491812944e-06,0.9940487069420393,C,,6272
USE0000530,케이엠시프겔,1273.0,0.0,0.0,249,3.446273491812944e-06,0.9940521532155311,C,,6273
W645401301,제일알맥스현탁액(알마게이트)(제일약품(주))-15mL/포,1273.0,0.0,,51,3.446273491812944e-06,0.9940555994890229,C,,6274
W055100740,투스테인캡슐(아세틸시스테인)_(0.2g/1캡슐)(코스맥스파마(주))-1캡슐,1271.0,0.0,,25,3.4408590794141803e-06,0.9940590403481023,C,,6275
USE0003028,1.벤포벨정,1271.0,0.0,,229,3.4408590794141803e-06,0.9940624812071818,C,,6276
WA10001941,뮤코스텐캅셀100mg(메디카코리아)-1캡슐,1271.0,0.0,0.0,51,3.4408590794141803e-06,0.9940659220662612,C,,6277
USE0000869,쇼핑백,1268.0,0.0,0.0,347,3.4327374608160355e-06,0.994069354803722,C,,6278
WMD0325562,암로디핀,1268.0,0.0,,42,3.4327374608160355e-06,0.9940727875411829,C,,6279
WA21951501,목사멘틴정[아목시실린·클라불란산칼륨(7:1)]_(1정)(제이더블유신약(주))-1정,1267.5,0.0,,109,3.4313838577163443e-06,0.9940762189250406,C,,6280
W654304960,뉴텔미정40mg(텔미사르탄)_(40mg/1정)(오스틴제약(주))-1정,1267.0,0.0,,22,3.4300302546166536e-06,0.9940796489552952,C,,6281
W648504241,하이알포르테주(히알루론산나트륨)_(20mg/2mL)(신풍제약(주))-2mL/관,1267.0,0.0,0.0,311,3.4300302546166536e-06,0.9940830789855498,C,,6282
WA06150031,세토펜정(삼아제약)-1정,1266.0,0.0,,63,3.4273230484172717e-06,0.9940865063085982,C,,6283
WE06610491,쎄로켈정25mg(한국아스트라제네카)-1정,1263.0,0.0,,40,3.419201429819127e-06,0.994089925510028,C,,6284
W658602860,미살탄정40밀리그램(텔미사르탄)(이연제약(주))-1정,1260.0,0.0,,58,3.4110798112209816e-06,0.9940933365898391,C,,6285
W661903980,올메살탄정20밀리그램(올메사탄메독소밀)(영풍제약(주))-1정,1260.0,0.0,,14,3.4110798112209816e-06,0.9940967476696503,C,,6286
W649807010,뉴라렌연질캡슐(콜린알포세레이트)_(0.4g/1캡슐)(명문제약(주))-1캡슐,1260.0,0.0,,12,3.4110798112209816e-06,0.9941001587494614,C,,6287
W644004690,디파글루엠서방정10/1000밀리그램_(1정)(삼익제약(주))-1정,1260.0,0.0,,18,3.4110798112209816e-06,0.9941035698292726,C,,6288
W653004840,콜리티린연질캡슐(콜린알포세레이트)_(0.4g/1캡슐)((주)한국파마)-1캡슐,1260.0,0.0,,19,3.4110798112209816e-06,0.9941069809090838,C,,6289
W622802970,마그엠정(알마게이트)_(0.5g/1정)((주)마더스제약)-1정,1260.0,0.0,,23,3.4110798112209816e-06,0.994110391988895,C,,6290
W648508110,시타루틴정100밀리그램(시타글립틴염산염수화물)_(0.11337g/1정)(신풍제약(주))-1정,1260.0,0.0,,24,3.4110798112209816e-06,0.9941138030687061,C,,6291
USE0002161,(낙상)낙상예방양말,1259.0,0.0,0.0,63,3.4083726050215997e-06,0.9941172114413112,C,,6292
W621802770,아르기정(에피나스틴염산염)((주)한국파비스제약)-1정,1257.0,0.0,,110,3.4029581926228363e-06,0.9941206143995038,C,,6293
W694003120,징코드정80밀리그램(은행엽건조엑스)_(80mg/1정)(대웅바이오(주))-1정,1256.0,0.0,,5,3.4002509864234544e-06,0.9941240146504903,C,,6294
USE0003214,부직포 가방,1255.0,0.0,0.0,199,3.397543780224073e-06,0.9941274121942705,C,,6295
USE0001604,쇼핑백,1255.0,0.0,0.0,417,3.397543780224073e-06,0.9941308097380507,C,,6296
WA12205311,모사티딘정(한국유니온제약)-1정,1254.0,0.0,,66,3.394836574024691e-06,0.9941342045746248,C,,6297
USE0001143,SD 콜레스테롤 스틱,1253.0,0.0,,203,3.3921293678253095e-06,0.9941375967039926,C,,6298
WMD0328043,모스쿨액(경남제약(주)),1252.0,0.0,,129,3.3894221616259276e-06,0.9941409861261542,C,,6299
W628901170,이로바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐)((주)이든파마)-1캡슐,1251.0,0.0,,16,3.3867149554265457e-06,0.9941443728411097,C,,6300
W622804680,미라엠서방정50밀리그램(미라베그론)_(50mg/1정)((주)마더스제약)-1정,1251.0,0.0,,30,3.3867149554265457e-06,0.9941477595560652,C,,6301
USE0001240,헤모큐수정,1251.0,0.0,,214,3.3867149554265457e-06,0.9941511462710206,C,,6302
USE0001554,KF마스크,1250.0,0.0,,31,3.3840077492271642e-06,0.9941545302787699,C,,6303
W656700842,"베데스타크림_(19.2mg,0.3g,30mg/30g)(한국넬슨제약(주))-30g/개",1250.0,0.0,0.0,762,3.3840077492271642e-06,0.9941579142865191,C,,6304
W642105780,마그비맥스연질캡슐(1캡슐)((주)유한양행)-1캡슐,1249.0,0.0,0.0,54,3.3813005430277824e-06,0.9941612955870621,C,,6305
USE0002225,칫솔(5개입/통),1249.0,0.0,0.0,341,3.3813005430277824e-06,0.9941646768876051,C,,6306
W669502250,뮤코미피드정(레바미피드)_(0.1g/1정)((주)씨티씨바이오)-1정,1248.0,0.0,0.0,64,3.378593336828401e-06,0.994168055480942,C,,6307
USE0001349,유축기전용흡입기(스펙트라),1247.0,0.0,0.0,429,3.375886130629019e-06,0.9941714313670726,C,,6308
W653500611,아트로벤트흡입액유디비(브롬화이프라트로피움일수화물)(한국베링거인겔하임(주))-2mL/병,1246.5,0.0,0.0,683,3.3745325275293282e-06,0.9941748058996002,C,,6309
W658700530,콤비글라이즈서방정5/500밀리그램((유)한국비엠에스제약)-1정,1246.0,0.0,,11,3.373178924429637e-06,0.9941781790785246,C,,6310
W644604030,하이카디정_(1정)(조아제약(주))-1정,1245.0,0.0,,19,3.3704717182302556e-06,0.9941815495502428,C,,6311
W649104340,노브디핀에스정5mg(에스암로디핀베실산염이수화물)_(7.38mg/1정)(한국휴텍스제약(주))-1정,1245.0,0.0,,11,3.3704717182302556e-06,0.9941849200219611,C,,6312
WMD0406913,인플루엔자(0.5mL 무료),1245.0,0.0,,94,3.3704717182302556e-06,0.9941882904936794,C,,6313
USE0001746,황금발,1245.0,0.0,,110,3.3704717182302556e-06,0.9941916609653977,C,,6314
USE0003553,와이드 유축세트,1243.0,0.0,,430,3.3650573058314922e-06,0.9941950260227035,C,,6315
W657804561,아네폴주사(프로포폴)_(50mg/5mL)(하나제약(주))-5mL/앰플,1242.0,0.0,,396,3.3623500996321103e-06,0.9941983883728032,C,,6316
USE0000461,임산부 자동차 표지,1242.0,0.0,,438,3.3623500996321103e-06,0.9942017507229028,C,,6317
W678900231,중외엔에스주사액(염화나트륨)_(9g/1000mL)(제이더블유생명과학(주))-1000mL/백,1242.0,0.0,0.0,832,3.3623500996321103e-06,0.9942051130730025,C,,6318
W652001050,둘코락스좌약(비사코딜)_(10mg/1개)((주)사노피-아벤티스코리아)-1개,1241.5,0.0,,234,3.3609964965324196e-06,0.9942084740694991,C,,6319
USE0000282,모자홍보용가방(종이가방),1241.0,0.0,0.0,429,3.3596428934327284e-06,0.9942118337123925,C,,6320
USE0001476,방문영양제(아로나민),1241.0,0.0,,197,3.3596428934327284e-06,0.994215193355286,C,,6321
W645907020,알제트정10/5밀리그램_(1정)(동광제약(주))-1정,1240.0,0.0,,13,3.356935687233347e-06,0.9942185502909732,C,,6322
W674101410,다나피트정(모사프리드시트르산염수화물)((주)디에이치피코리아)-1정,1240.0,0.0,,17,3.356935687233347e-06,0.9942219072266604,C,,6323
WMD0100061,인플루엔자(유료),1239.0,0.0,,3,3.354228481033965e-06,0.9942252614551415,C,,6324
W649102890,알바스테인캡슐(에르도스테인)(한국휴텍스제약(주))-1캡슐,1239.0,0.0,,73,3.354228481033965e-06,0.9942286156836225,C,,6325
USE0003791,파스,1237.0,0.0,,5,3.3488140686352017e-06,0.9942319644976911,C,,6326
USE0000290,가제손수건,1235.0,0.0,0.0,268,3.3433996562364383e-06,0.9942353078973474,C,,6327
USE0002204,우양산,1235.0,0.0,,115,3.3433996562364383e-06,0.9942386512970036,C,,6328
USE0002620,재가암:영양제(30T),1234.0,0.0,,350,3.3406924500370564e-06,0.9942419919894536,C,,6329
USE0004385,칫솔,1233.0,0.0,0.0,231,3.337985243837675e-06,0.9942453299746975,C,,6330
WMD0401901,엠브이에취주(환인제약)-5ml/앰플,1232.0,0.0,0.0,411,3.335278037638293e-06,0.9942486652527351,C,,6331
W645207335,에이프로젠무피로신연고_(0.3g/15g)((주)에이프로젠바이오로직스)-15g/개,1232.0,0.0,,368,3.335278037638293e-06,0.9942520005307728,C,,6332
W657203320,쿠에타핀정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정)(환인제약(주))-1정,1230.0,0.0,,36,3.3298636252395296e-06,0.9942553303943981,C,,6333
