standard_item_key,item_names,materials,material_count,rows
NAME::ITEM_454ae3a99e8b87a0695d,신신파스(신신제약) | 에어신신파스(신신제약),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_ef2d741f70ed6fb6c8b9,세라칸에이치씨티정5/40/12.5밀리그램_(1정)(알리코제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_26b06d87703e167f7d9e,에펙신점안액(오플록사신)_(15mg/5mL)(일동제약(주))-5mL/병 | 에펙신점안액(일동제약)-5mL | 에펙신점안액(일동제약)-5mL/개,OFLOXACIN | PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,3,12
NAME::ITEM_055d9ebf1212e92d65a6,소아용프리마란시럽(메퀴타진)_(0.25g/500mL)(부광약품(주))-1mL/병 | 소아용프리마란시럽(메퀴타진)_(0.25g/500mL)(부광약품(주))-500(1)mL/병 | 소아용프리마란시럽(부광약품)-1mL,ALUMINUM | MEQUITAZINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,12
NAME::ITEM_243e4d6852433484d49d,실마진1%크림 10mg/g 500g,PARAFFIN_PETROLEUM | SILVER_SULFADIAZINE,2,12
NAME::ITEM_23790749c5d28449a204,[무상지원 국가비축]타미플루캅셀30mg(한국로슈) | 타미플루캡슐30mg(한국로슈)-100/100,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_a84b8f314fb286484b44,비사코딜정(신일제약)-1T,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_a343e3716db9fadb3c60,하이스탈정(명문제약)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,12
NAME::ITEM_a714cd4f958f3963755a,이텍스세픽심캡슐((주)테라젠이텍스)-1캡슐 | 이텍스세픽심캡슐_(0.1g/1캡슐)((주)테라젠이텍스)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_0aacd8fa925cc39ac92e,무디스크림1% 20g | 무디스크림1%(염산테르비나핀)_(0.2g/20g)(알리코제약(주))-20g/개 | 무디스크림1%(테르비나핀염산염)_(0.2g/20g)(알리코제약(주))-20g/개,PARAFFIN_PETROLEUM | PHARMA_API_GENERIC | TERBINAFINE,3,12
NAME::ITEM_edafcc36c30f7c87f3d4,에티젯정10/10밀리그램_(1정)((주)넥스팜코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_aa1cb73f3a435691f8da,메디롤엠정2/500밀리그램(삼익제약(주))-1정 | 메디롤엠정2/500밀리그램_(1정)(삼익제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_a98e818ea2901337db70,록소쿨정(록소프로펜나트륨수화물)_(68.1mg/1정)((주)화이트생명과학)-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,12
NAME::ITEM_9ade7a78b953d75a2596,이부프로펜정200mg,ALUMINUM | IBUPROFEN | POLYPROPYLENE_PP,3,12
NAME::ITEM_391715431930dc6f9d38,비사코딜정(신일제약)-1T(원내약),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_7478777426dabcab8724,글리포르민정2/500밀리그램(한국콜마(주))-1정 | 글리포르민정2/500밀리그램_(1정)(주식회사제뉴원사이언스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_72acf40fc87a8e9dff60,일양플루백신프리필드시린지주0.5mL(인플루엔자분할백신),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,12
NAME::ITEM_9b4f196cd6ccbcdbbd82,세레벡스캡슐(세레콕시브)(한국프라임제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,12
NAME::ITEM_9b271e12e6c85dea8000,라도젯정10/10밀리그램_(1정)((주)시어스제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_9ada654310e0b4d27ac7,하이소밍에이정(1정)(지엘파마(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_9f626d46c4da3b99473d,TB-영양제 | 피리독신염산염(B6),PYRIDOXINE_B6 | VITAMIN_SYNTHETIC_RAWMATERIAL,2,12
NAME::ITEM_ab8701758c46989b9951,더모프레드크림(프레드니카르베이트)_(1.125g/450g)((주)비보존제약)-450g/통,PARAFFIN_PETROLEUM | PREDNICARBATE,2,12
NAME::ITEM_64be536b14aa00b0905d,훼스탈(한독약품)-1정(보훈급여),MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,12
NAME::ITEM_b50c0191552f97dd9b58,트라마롤세미정(제일약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_1fe95b62d6f0bc92cb7f,에펙신점안액(오플록사신)_(15mg/5mL)(일동제약(주))-5mL/병 | 에펙신점안액(일동제약)-5mL | 에펙신점안액(일동제약)-5mL/개,OFLOXACIN | PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,3,12
NAME::ITEM_2095cdfc9cb5a419406b,마그바이타민연질캡슐(1캡슐)(태극제약(주))-1캡슐 | 마그바이타민연질캡슐(태극제약)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_b76e5b39b843a8320562,대한5%포도당가생리식염액 500밀리리터(대한약품공업(주))-500mL/병 | 대한5%포도당가생리식염액_(500mL/병)(대한약품공업(주))-500mL/병,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,12
NAME::ITEM_4f245416b0fb92348c4e,생리식염주사액(수출명:KWANGMYUNGSODIUMCHLORIDEINJ.0.9%)((주)휴온스)-20mL/앰플,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,12
NAME::ITEM_4f9b1f1c58ef6f019446,우리버캡슐_(1캡슐)((주)팜젠사이언스)-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_fd58dc23fcd3c7d04bfc,로수암핀정10/5밀리그램_(1정)((주)유한양행)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_007ed0c146359f10d7ca,장티푸스(경구용),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_5297ca130eeb10de4ada,바르반플러스정160/12.5mg_(1정)((주)팜젠사이언스)-1정 | 바르반플러스정160/12.5mg_(1정)(우리들제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_7ba8be53a8fd4745913b,제이비카정5/40mg_(1정)((주)비보존제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_f437f27ec0d186fa3b8c,낙센정(종근당)-1T,ALUMINUM | NAPROXEN | POLYPROPYLENE_PP,3,12
NAME::ITEM_855596fc550be2764a2f,[무상지원 국가비축]타미플루캅셀75mg(한국로슈) | 타미플루캅셀75mg(한국로슈)-100/100,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_8303d607e7d20cd2d9ae,테타불린에스앤주(SK플라즈마)-1mL/관 | 테타불린에스앤주프리필드시린지(항파상풍사람면역글로불린)_(250I.U/1mL)(에스케이플라즈마(주))-1mL/관,PHARMA_API_GENERIC | TETANUS_IMMUNE_GLOBULIN,2,12
NAME::ITEM_8a825e6957fba3b15866,헤모맥스정(1정)((주)마더스제약)-1정 | 헤모맥스정(1정)((주)신신제약)-1정 | 헤모맥스정(신신제약),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_06f53e8c728401ddaea4,카마졸크림(클로트리마졸)_(5g/500g)(알보젠코리아(주))-500g/병,CLOTRIMAZOLE | PARAFFIN_PETROLEUM,2,12
NAME::ITEM_f29d460082b6b268523d,보령아스트릭스캅셀100mg(보령제약)-1캅셀(원내약),ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,12
NAME::ITEM_f2a2b7647df8654a7f5a,아세트펜 프리믹스 주 - 100mL/백 (acetaminophen 1g) | 아세트펜프리믹스주(아세트아미노펜)(1g/100mL)(에이치케이이노엔(주))-100mL/백,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,12
NAME::ITEM_77e9f9ad725e37710edf,트라임세미정((주)한국글로벌제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_3217ca20223aae7dba69,암로텔정40/5mg_(1정)((주)넥스팜코리아)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_2e0a4b637e0712f8d883,제티스토정10/10밀리그램_(1정)((주)테라젠이텍스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_99d0b64d5eb031498498,대한멸균생리식염수50밀리리터(생리식염주사액)(대한약품공업(주))-50mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,12
NAME::ITEM_9956fb858457bbdc4961,알로펜정(록소프로펜나트륨수화물)(에스피씨(주))-1정,ALUMINUM | LOXOPROFEN | POLYPROPYLENE_PP,3,12
NAME::ITEM_8e6acefec8e83ccb5a59,올딥정5/20밀리그램((주)일화)-1정 | 올딥정5/20밀리그램_(1정)((주)일화)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_03c98e91222aac6bd7b1,제이비카정5/20mg_(1정)((주)비보존제약)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,12
NAME::ITEM_f1fd503703629a5c730c,맥쎈연질캡슐(나프록센)(025g/1캡슐)(코스맥스파마(주))-1캡슐,ALUMINUM | NAPROXEN | POLYPROPYLENE_PP,3,12
NAME::ITEM_2f6de53cc1cc0fddaa00,"카네스텐플러스크림_(0.2g,0.2g/20g)(바이엘코리아(주))-20g/개",CLOTRIMAZOLE | PARAFFIN_PETROLEUM,2,12
NAME::ITEM_7b80661dbdf4b0e04802,(유한양행)타가메트정400mg | 타가메트정400밀리그램(시메티딘)_(0.4g/1정)((주)유한양행)-1정,ALUMINUM | CIMETIDINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_3cbd1d526361ce3df512,프리비투스현탁액(8mL/포) | 프리비투스현탁액(레보클로페라스틴펜디조산염)_(32mg/8mL)(대원제약(주))-8mL/포,ALUMINUM | LEVOCLOPERASTINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_476e2baed35116ca2abd,알콜솜(피고셋) | 크린셉 스왑,ETHANOL | MATERIAL_UNSPECIFIED | NONWOVEN_FABRIC_SPUNBOND,3,11
NAME::ITEM_b6c765e2bc0e8e7282dd,(한미약품)토바스트정20mg(아토르바스타틴칼슘)-1정 | 토바스트정20mg(한미약품)-1정 | 토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)_(20.72mg/1정)(한미약품(주))-1정,ALUMINUM | ATORVASTATIN | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_47f8b9cca97a096bf601,프리비투스현탁액(8mL/포) | 프리비투스현탁액(레보클로페라스틴펜디조산염)_(32mg/8mL)(대원제약(주))-8mL/포,ALUMINUM | LEVOCLOPERASTINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_fd56c0a3cee38869582c,동아페르디핀주사액(니카르디핀염산염) 10밀리리터(동아에스티(주))-10mL/앰플 | 동아페르디핀주사액(니카르디핀염산염)_(10mg/10mL)(동아에스티(주))-10mL/앰플 | 페르디핀주사액(동아ST)-10mL/앰플,NICARDIPINE | PHARMA_API_GENERIC,2,11
NAME::ITEM_57cd93d95899b8179c99,동아페르디핀주사액(니카르디핀염산염) 10밀리리터(동아에스티(주))-10mL/앰플 | 동아페르디핀주사액(니카르디핀염산염)_(10mg/10mL)(동아에스티(주))-10mL/앰플 | 페르디핀주사액(동아ST)-10mL/앰플,NICARDIPINE | PHARMA_API_GENERIC,2,11
NAME::ITEM_c4bf700efe9e31585965,(한미약품)토바스트정20mg(아토르바스타틴칼슘)-1정 | 토바스트정20mg(한미약품)-1정 | 토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)_(20.72mg/1정)(한미약품(주))-1정,ALUMINUM | ATORVASTATIN | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_e95e8253fc06b5bbd8cb,(유한양행)타가메트정400mg | 타가메트정400밀리그램(시메티딘)_(0.4g/1정)((주)유한양행)-1정,ALUMINUM | CIMETIDINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_effa3ee65d831e445a51,알콜솜(피고셋) | 크린셉 스왑,ETHANOL | MATERIAL_UNSPECIFIED | NONWOVEN_FABRIC_SPUNBOND,3,11
NAME::ITEM_7b42714e5adcb44d2a0d,(한미약품)토바스트정20mg(아토르바스타틴칼슘)-1정 | 토바스트정20mg(한미약품)-1정 | 토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)_(20.72mg/1정)(한미약품(주))-1정,ALUMINUM | ATORVASTATIN | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,11
NAME::ITEM_9f232bba157bbfcd12ca,동아페르디핀주사액(니카르디핀염산염) 10밀리리터(동아에스티(주))-10mL/앰플 | 동아페르디핀주사액(니카르디핀염산염)_(10mg/10mL)(동아에스티(주))-10mL/앰플 | 페르디핀주사액(동아ST)-10mL/앰플,NICARDIPINE | PHARMA_API_GENERIC,2,11
NAME::ITEM_ebcba2124b3098ca9ad7,두드리진시럽(히드록시진염산염 2mg/mL)(삼아제약)-1mL | 두드리진시럽(히드록시진염산염)_(0.2g/100mL)(삼아제약(주))-100(1)mL/병,ALUMINUM | HYDROXYZINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_bab47cd40f244de3e3ca,디아솔에스액(포도당)_(50g/100mL)((주)태준제약)-100mL/병,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,10
NAME::ITEM_eaa14d2c15433f1b9305,두드리진시럽(히드록시진염산염 2mg/mL)(삼아제약)-1mL | 두드리진시럽(히드록시진염산염)_(0.2g/100mL)(삼아제약(주))-100(1)mL/병,ALUMINUM | HYDROXYZINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_eb10ce5249daccf7cefa,원폴정(마더스제약) | 원폴정(아이큐어) | 원폴정(폴산1mg),ALUMINUM | FOLIC_ACID | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_6c62f1d038f6c21d18b5,원폴정(마더스제약) | 원폴정(아이큐어) | 원폴정(폴산1mg),ALUMINUM | FOLIC_ACID | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_bcc8ee5e81877650b3ad,스토나제정(스트렙토키나제ᆞ스트렙토도르나제)(메딕스제약(주))-1정 | 스토나제정(스트렙토키나제ᆞ스트렙토도르나제)_(12.5KI.U/1정)(메딕스제약(주))-1정,ACRYLIC_ADHESIVE | NONWOVEN_FABRIC_SPUNBOND,2,10
NAME::ITEM_17665fd3064dfa499d90,베아솔론정(메틸프레드니솔론)(대웅바이오(주))-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,10
NAME::ITEM_6afa8bbd8eb4bbb96b69,케이콘틴서방정(염화칼륨)(동광제약(주))-1정,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,10
NAME::ITEM_680395e373c847549317,프라빅센정 (클로피도그렐황산염)-1정 | 프라빅센정 (클로피도그렐황산염)_(97.875mg/1정)((주)테라젠이텍스)-1정,ALUMINUM | CLOPIDOGREL | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_59eee4fe3d2839ce0e45,218/에라빅스정/클로피도그렐황산수소염97.875/삼익제약 | 에라빅스정(클로피도그렐황산염)(삼익제약(주))-1정,ALUMINUM | CLOPIDOGREL | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_e7806ccf4bd3911e06ba,"플루오론티점안액_(6mg,1.5mg/6mL)(한미약품(주))-6mL/병",PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,2,10
NAME::ITEM_0f3e309993daa17e7a9f,페리덱스연고 6g(녹십자)-1g,PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,2,10
NAME::ITEM_d674cb390509e2890aaa,아세릴네일라카 (아모롤핀염산염)_(0.2787g/5mL)(알리코제약(주))-5mL/병,AMOROLFINE | PARAFFIN_PETROLEUM,2,10
NAME::ITEM_0e27effa39586a46d8a4,218/에라빅스정/클로피도그렐황산수소염97.875/삼익제약 | 에라빅스정(클로피도그렐황산염)(삼익제약(주))-1정,ALUMINUM | CLOPIDOGREL | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_1366d1eae3073656e883,"인플루엔자0.5ml(25년 AI대응, 만성질환 등) | 지씨플루프리필드시린지주(인플루엔자분할백신)(05mL)((주)녹십자)-0.5mL/관",BIOLOGICS_CELL_CULTURE | INFLUENZA_SPLIT_VACCINE | LIPID_NANOPARTICLE,3,10
NAME::ITEM_f7aa68947d346126ed52,데타손연고0.25%(데속시메타손)_(75mg/30g)(동성제약(주))-30g/개,DESOXIMETASONE | PARAFFIN_PETROLEUM,2,10
NAME::ITEM_6757dac409253e4e999b,프라빅센정 (클로피도그렐황산염)-1정 | 프라빅센정 (클로피도그렐황산염)_(97.875mg/1정)((주)테라젠이텍스)-1정,ALUMINUM | CLOPIDOGREL | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_d7dc5ff2a3eba4f678bf,일본뇌염(1ml)무료,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,10
NAME::ITEM_ecf3e6a39e7b237ed710,듀오락맘스(프로바이오틱스) | 듀오락스정(영일약품공업)-1정,BISACODYL | PROBIOTIC_BACTERIAL_CULTURE,2,10
NAME::ITEM_ec98983b0af4293b2c71,알마린정(알마게이트)_(0.5g/1정)((주)화이트생명과학)-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,10
NAME::ITEM_708ea6099d60f3e30ce7,(한미약품)토바스트정10mg(아토르바스타틴칼슘)-1정 | 토바스트정10mg(한미약품)-1정 | 토바스트정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.36mg/1정)(한미약품(주))-1정,ALUMINUM | ATORVASTATIN | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_ab759635b9010d17aa8c,대한포도당주사액(5%) 500밀리리터(대한약품공업(주))-500mL/병(PP) | 대한포도당주사액(5%)_(25g/500mL/병(PP))(대한약품공업(주))-500mL/병(PP),GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,10
NAME::ITEM_642f7fa5a31b2549ff76,오라메디연고(6mg/6g)(동국제약(주))-6g/개,PARAFFIN_PETROLEUM | TRIAMCINOLONE_ORAL,2,10
NAME::ITEM_6eefb4cab3b22e5c9866,스토나제정(스트렙토키나제ᆞ스트렙토도르나제)(메딕스제약(주))-1정 | 스토나제정(스트렙토키나제ᆞ스트렙토도르나제)_(12.5KI.U/1정)(메딕스제약(주))-1정,ACRYLIC_ADHESIVE | NONWOVEN_FABRIC_SPUNBOND,2,10
NAME::ITEM_406888f199a73f87b6b7,원폴정(마더스제약) | 원폴정(아이큐어) | 원폴정(폴산1mg),ALUMINUM | FOLIC_ACID | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,10
NAME::ITEM_2d5b2c0285de0e5ae75a,칼라민로션(제이케이제약)-mL,CALAMINE | PARAFFIN_PETROLEUM,2,10
NAME::ITEM_3feac004bb041a28a669,대한염화칼륨-40(포타시움크로라이드주)(대한약품공업(주))-20mL/앰플(PP),GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,10
NAME::ITEM_95f3f35b895cd9467ca6,중외10%포도당주사액 1000밀리리터(제이더블유중외제약(주))-1000mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,10
NAME::ITEM_2d0f67de55e112c3ac58,듀오락맘스(프로바이오틱스) | 듀오락스정(영일약품공업)-1정,BISACODYL | PROBIOTIC_BACTERIAL_CULTURE,2,10
NAME::ITEM_878fd09995974b908e9a,"인플루엔자0.5ml(25년 AI대응, 만성질환 등) | 지씨플루프리필드시린지주(인플루엔자분할백신)(05mL)((주)녹십자)-0.5mL/관",BIOLOGICS_CELL_CULTURE | INFLUENZA_SPLIT_VACCINE | LIPID_NANOPARTICLE,3,10
NAME::ITEM_f40a1ef8137cd66c6879,대한멸균생리식염수1000밀리리터(생리식염주사액)(대한약품공업(주))-1000mL/병,POLYPROPYLENE_PP | POLYVINYL_CHLORIDE_PVC,2,10
NAME::ITEM_00fd50745a3b7e3ec474,메디론정(메틸프레드니솔론)(화일약품(주))-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,10
NAME::ITEM_017f823c19b1b6bab651,세레벡스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐)(한국프라임제약(주))-1캡슐,ALUMINUM | CELECOXIB | POLYPROPYLENE_PP,3,9
NAME::ITEM_3816e57ce83a9a113ee4,움카민플러스시럽_(9mL)(한화제약(주))-9mL/포,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_dcf3283ff9b4e97bbb3f,텔미큐어플러스정80/12.5밀리그램_(1정)((주)테라젠이텍스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_dbf8c3092a077657882f,로수암핀정5/5밀리그램_(1정)((주)유한양행)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_0ec24e4154abf78e9869,본넬플러스정(명문제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_7b2facceda3b8aeae3cc,"◇휴마로그믹스25퀵펜주100단위/mL(유전자재조합,인슐린라이스프로25%,인슐린라이스프로프로타민현탁액75%)(300unit/3mL)(한국릴리(유))-3mL | 휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)_(300unit/3mL)(한국릴리(유))-3mL | 휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)_(300unit/3mL)(한국릴리(유))-3mL/펜",ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_53329449f3cefe894a41,아목살린정625밀리그램_(1정)(한화제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_fe960a3656a40e09f775,크레아진플러스정10/5mg_(1정)(영진약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_0b1bf6d6846064de05d4,베르텔플러스정40/12.5밀리그램_(1정)(삼익제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_a8e209db548164b7a664,[무상지원 국가비축]타미플루캅셀45mg(한국로슈) | 타미플루캡슐45mg(한국로슈)-100/100,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_a8a610234c05867f21b1,스멕타현탁액(대웅제약)-1ml (포장단위 20ml),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_5065b2d21a6b472792a7,테잘바이정40/5밀리그램_(1정)((주)휴온스)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_4ffb8a61c698827cab95,이베라플러스정150/12.5밀리그램(신풍제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_a59142e6e77a282bab60,아스피드정(아스피린)((주)일화)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,9
NAME::ITEM_a472daac02e3132e9fe4,아트맥콤비젤연질캡슐5/1000밀리그램_(1캡슐)(한국유나이티드제약(주))-1캡슐,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_2281e5820a93e17464b7,테네스엠서방정10/500밀리그램_(1정)(아주약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_5b5fe81d69a26416a4c2,다파론듀오서방정5/500밀리그램_(1정)(한미약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_253f51125594538cd43b,다파프로메트서방정5/500밀리그램_(1정)(동아에스티(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_232ee75f13e42803f379,다파론듀오서방정5/1000밀리그램_(1정)(한미약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_10422eb18fc32e9e1a77,크레더블정10/10밀리그램(한림제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_f46439210fffb1629a92,제스탈정(1정)((주)뉴젠팜)-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_e59e779bc3e309670485,라베뉴정20/500밀리그램_(1정)(영진약품(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_e4d4b66140f7eb879a20,듀오로반정10/5밀리그램(경동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_e42cde4f3b1027d8bd1b,"어린이타이레놀현탁액(무색소)_(16g/500mL)((주)한국얀센)-500(1)mL/병 | 어린이타이레놀현탁액_(아세트아미노펜(미분화), 16g/500mL)(무색소)((주)한국얀센)-500(1)mL/병",ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,9
NAME::ITEM_de80939272c072c3bed6,제스탈정((주)뉴젠팜 | 제스탈정(일성신약(주)),ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
NAME::ITEM_5e6ec77202022745baf6,클란자CR정(아세클로페낙)(한국유나이티드제약(주))-1정 | 클란자CR정(아세클로페낙)_(0.2g/1정)(한국유나이티드제약(주))-1정,ACECLOFENAC | ALUMINUM | POLYPROPYLENE_PP,3,9
NAME::ITEM_b0a5b3bf7eff26240fd7,"◇휴마로그믹스25퀵펜주100단위/mL(유전자재조합,인슐린라이스프로25%,인슐린라이스프로프로타민현탁액75%)(300unit/3mL)(한국릴리(유))-3mL | 휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)_(300unit/3mL)(한국릴리(유))-3mL | 휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)_(300unit/3mL)(한국릴리(유))-3mL/펜",ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,9
