standard_item_key,item_names,materials,material_count,rows
NAME::ITEM_040ff3b0c4463687eb13,9%생리식염주 500mL(대한약품)-500mL/백 | 대한멸균생리식염수500밀리리터(생리식염주사액)(대한약품공업(주))-500mL/백 | 멸균생리식염수1L,GLUCOSE_CORNSTARCH | POLYPROPYLENE_PP | POLYVINYL_CHLORIDE_PVC | SODIUM_CHLORIDE,4,388
NAME::ITEM_d1d8bc52ead8e08b1ed6,실마진1%크림(동화약품)-20g/개 | 실마진1%크림(설파디아진은)_(0.2g/20g) | 실마진1%크림(설파디아진은)_(0.2g/20g)(동화약품(주))-20g/개,PARAFFIN_PETROLEUM | SILVER_SULFADIAZINE,2,388
NAME::ITEM_36970779acb6fbfcb3d6,9%생리식염주 500mL(대한약품)-500mL/백 | 대한멸균생리식염수500밀리리터(생리식염주사액)(대한약품공업(주))-500mL/백 | 멸균생리식염수1L,GLUCOSE_CORNSTARCH | POLYPROPYLENE_PP | POLYVINYL_CHLORIDE_PVC | SODIUM_CHLORIDE,4,388
NAME::ITEM_15891e994df6bdd469e3,9%생리식염주 500mL(대한약품)-500mL/백 | 대한멸균생리식염수500밀리리터(생리식염주사액)(대한약품공업(주))-500mL/백 | 멸균생리식염수1L,GLUCOSE_CORNSTARCH | POLYPROPYLENE_PP | POLYVINYL_CHLORIDE_PVC | SODIUM_CHLORIDE,4,388
NAME::ITEM_f11f28a7a2a403ab119a,실마진1%크림(동화약품)-20g/개 | 실마진1%크림(설파디아진은)_(0.2g/20g) | 실마진1%크림(설파디아진은)_(0.2g/20g)(동화약품(주))-20g/개,PARAFFIN_PETROLEUM | SILVER_SULFADIAZINE,2,388
NAME::ITEM_2482cae306969a2e018f,다솔론정(메틸프레드니솔론)_(4mg/1정)((주)한국파비스제약)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,382
NAME::ITEM_78701a98cd32b32da573,부스코판당의정(부틸스코폴라민브롬화물)_(10mg/1정)(오펠라헬스케어코리아(주))-1정 | 부스코판당의정(오펠라헬스케어코리아)-1정,BUTYLSCOPOLAMINE | HYOSCINE_BUTYLBROMIDE,2,381
NAME::ITEM_15007e0dd5286e9f9730,부스코판당의정(부틸스코폴라민브롬화물)_(10mg/1정)(오펠라헬스케어코리아(주))-1정 | 부스코판당의정(오펠라헬스케어코리아)-1정,BUTYLSCOPOLAMINE | HYOSCINE_BUTYLBROMIDE,2,381
NAME::ITEM_93b9aa620d065a0aa886,마겐정(알마게이트)_(0.5g/1정)((주)시어스제약)-1정 | 마겐정(알마게이트)_(0.5g/1정)-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,374
NAME::ITEM_8c2c8db1183a72afc85f,마겐정(알마게이트)_(0.5g/1정)((주)시어스제약)-1정 | 마겐정(알마게이트)_(0.5g/1정)-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,374
NAME::ITEM_838a4965ee14ee41d45d,펜잘8시간이알서방정(아세트아미노펜)_(0.65g/1정)((주)종근당)-1정 | 펜잘이알서방정(아세트아미노펜)((주)종근당)-1정,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,363
NAME::ITEM_6731b365a21f60c7c555,아스필장용정(아스피린100밀리그람)(익수제약(주))-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,363
NAME::ITEM_2c99232626b015d743e2,펜잘8시간이알서방정(아세트아미노펜)_(0.65g/1정)((주)종근당)-1정 | 펜잘이알서방정(아세트아미노펜)((주)종근당)-1정,ACETAMINOPHEN | ALUMINUM | POLYPROPYLENE_PP,3,363
NAME::ITEM_de51c9ce42ba988f127c,(군)대상포진 | (군)대상포진 스카이조스터 | (군)스카이조스터주 0.5mL/병(50세이상),MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC | ZOSTER_VACCINE,3,346
NAME::ITEM_a0918020926ec7ab3004,메틸론정4mg(메틸프레드니솔론)_(4mg/1정)((주)마더스제약)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,340
NAME::ITEM_40176626bf0440f9b1eb,삼익아스피린장용정(삼익제약(주))-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,336
NAME::ITEM_9501750c9e7ad86a25c7,베아제정 (대웅제약)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,332
NAME::ITEM_0cc5f0bac7d7df07dcbf,아크렌틴정375mg | 아크렌틴정375mg(아목시실린-클라불란산칼륨(2:1))((주)씨엠지제약)-1정 | 아크렌틴정375mg(아목시실린클라불란산칼륨(2:1))_(1정)((주)씨엠지제약)-1정,ALUMINUM | AMOXICILLIN_CLAVULANATE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,328
NAME::ITEM_71845c32976d4f4f9b5a,아크렌틴정375mg | 아크렌틴정375mg(아목시실린-클라불란산칼륨(2:1))((주)씨엠지제약)-1정 | 아크렌틴정375mg(아목시실린클라불란산칼륨(2:1))_(1정)((주)씨엠지제약)-1정,ALUMINUM | AMOXICILLIN_CLAVULANATE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,328
NAME::ITEM_2e2a19d885f1bc8dbf83,아크렌틴정375mg | 아크렌틴정375mg(아목시실린-클라불란산칼륨(2:1))((주)씨엠지제약)-1정 | 아크렌틴정375mg(아목시실린클라불란산칼륨(2:1))_(1정)((주)씨엠지제약)-1정,ALUMINUM | AMOXICILLIN_CLAVULANATE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,328
NAME::ITEM_9da71545cf1e62439f9a,버물리에스액(50mL)(현대약품(주))-50mL/병,INSECT_BITE_TOPICAL_UNCONFIRMED | PARAFFIN_PETROLEUM,2,324
NAME::ITEM_35db379a71cabba48565,(한미약품)바이버크림(아시클로버)-5g/개 | 바이버크림(아시클로버)(수출명:바이럴크림)_(0.25g/5g)(한미약품(주))-5g/개 | 바이버크림(아시클로버)(한미약품(주))-5g/개,ACYCLOVIR | PARAFFIN_PETROLEUM,2,314
NAME::ITEM_715d8b32aa9727a8caf6,(한미약품)바이버크림(아시클로버)-5g/개 | 바이버크림(아시클로버)(수출명:바이럴크림)_(0.25g/5g)(한미약품(주))-5g/개 | 바이버크림(아시클로버)(한미약품(주))-5g/개,ACYCLOVIR | PARAFFIN_PETROLEUM,2,314
NAME::ITEM_1199c76d91700792de04,(한미약품)바이버크림(아시클로버)-5g/개 | 바이버크림(아시클로버)(수출명:바이럴크림)_(0.25g/5g)(한미약품(주))-5g/개 | 바이버크림(아시클로버)(한미약품(주))-5g/개,ACYCLOVIR | PARAFFIN_PETROLEUM,2,314
NAME::ITEM_aa156e761f56c1c4f037,(한미약품)바이버크림(아시클로버)-5g/개 | 바이버크림(아시클로버)(수출명:바이럴크림)_(0.25g/5g)(한미약품(주))-5g/개 | 바이버크림(아시클로버)(한미약품(주))-5g/개,ACYCLOVIR | PARAFFIN_PETROLEUM,2,314
NAME::ITEM_e6f05df36f5815ee3e11,그루타제정(1정)(지엘파마(주))-1정 | 그루타제정(지엘파마) | 그루타제정(지엘파마)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,310
NAME::ITEM_5c03bcf7194ebf138b0c,그루타제정(1정)(지엘파마(주))-1정 | 그루타제정(지엘파마) | 그루타제정(지엘파마)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,310
NAME::ITEM_2e3fa618c9e71ff311f3,그루타제정(1정)(지엘파마(주))-1정 | 그루타제정(지엘파마) | 그루타제정(지엘파마)-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,310
NAME::ITEM_e2141d22a945bc60b696,대한관류용멸균생리식염수 1000밀리리터(대한약품공업(주))-1000mL/병,POLYPROPYLENE_PP | POLYVINYL_CHLORIDE_PVC,2,294
NAME::ITEM_bb08ceb5cfbc1431c0ae,(군)대상포진 | 대상포진 | 대상포진 0.5ml,MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC | ZOSTER_VACCINE,3,293
NAME::ITEM_494dacbaddfb012fb03e,보드미크림(프레드니카르베이트)1g | 보드미크림(프레드니카르베이트)_(50mg/20g)((주)씨엠지제약)-20g/개,PARAFFIN_PETROLEUM | PHARMA_API_GENERIC | PREDNICARBATE,3,290
NAME::ITEM_55e58084290324753ba8,보드미크림(프레드니카르베이트)1g | 보드미크림(프레드니카르베이트)_(50mg/20g)((주)씨엠지제약)-20g/개,PARAFFIN_PETROLEUM | PHARMA_API_GENERIC | PREDNICARBATE,3,290
NAME::ITEM_e26390b584a8a4c21980,판코타제정(1정)(태극제약(주))-1정,MICROBIAL_FUNGAL_ENZYME | PANCREATIN_ANIMAL_ENZYME,2,288
NAME::ITEM_24b19cc5572a32d64fbc,반질크림(우레아)(12g/60g)(해태에이치티비(주))-60g/개 | 반질크림(우레아)(해태에이치티비(주))-60g/개 | 반질크림(태극제약)-60g,PARAFFIN_PETROLEUM | UREA | UREA_TOPICAL,3,286
NAME::ITEM_ae5e66b62f84fef59a9e,반질크림(우레아)(12g/60g)(해태에이치티비(주))-60g/개 | 반질크림(우레아)(해태에이치티비(주))-60g/개 | 반질크림(태극제약)-60g,PARAFFIN_PETROLEUM | UREA | UREA_TOPICAL,3,286
NAME::ITEM_729caa7943a7fc63e557,반질크림(우레아)(12g/60g)(해태에이치티비(주))-60g/개 | 반질크림(우레아)(해태에이치티비(주))-60g/개 | 반질크림(태극제약)-60g,PARAFFIN_PETROLEUM | UREA | UREA_TOPICAL,3,286
NAME::ITEM_6d66e295968b1ff3984b,반질크림(우레아)(12g/60g)(해태에이치티비(주))-60g/개 | 반질크림(우레아)(해태에이치티비(주))-60g/개 | 반질크림(태극제약)-60g,PARAFFIN_PETROLEUM | UREA | UREA_TOPICAL,3,286
NAME::ITEM_600702efe0727a431690,유한아스피린장용정(아스피린)((주)유한양행)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,285
NAME::ITEM_4d93ee47cd34daf73d60,"겐트리손크림_(12.8mg,0.2g,20mg/20g)(신풍제약(주))-20g/개 | 겐트리손크림_(20g)(신풍제약(주))-20g/개",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,280
NAME::ITEM_feb56e893ae0f00be2bf,"겐트리손크림_(12.8mg,0.2g,20mg/20g)(신풍제약(주))-20g/개 | 겐트리손크림_(20g)(신풍제약(주))-20g/개",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,280
NAME::ITEM_98268847c9d96073bd4f,로시덴겔(피로시캄)(수출명:SPPiroxicamGelSHINPOONGROSIDENGel)_(0.25g/50g)(신풍제약(주))-50g/개 | 로시덴겔(피록시캄)_(0.25g/50g)(신풍제약(주))-50g/개,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,279
NAME::ITEM_56ca67b806e352d38d41,낙센정(나프록센)(025g/1정)((주)종근당)-1정,ALUMINUM | NAPROXEN | POLYPROPYLENE_PP,3,279
NAME::ITEM_7540d3a1d77ac25b4754,파인스겔(피록시캄)_(0.25g/50g)(태극제약(주))-50g/개,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,279
NAME::ITEM_ea74db3afbb31fb61230,로시덴겔(피로시캄)(수출명:SPPiroxicamGelSHINPOONGROSIDENGel)_(0.25g/50g)(신풍제약(주))-50g/개 | 로시덴겔(피록시캄)_(0.25g/50g)(신풍제약(주))-50g/개,ALUMINUM | PIROXICAM | POLYPROPYLENE_PP,3,279
NAME::ITEM_0caeb398507c63b7a4d7,미모나크림(우레아)_(10g/50g)((주)씨엠지제약)-50g/개,PARAFFIN_PETROLEUM | UREA,2,270
NAME::ITEM_6c9292d21858ff37d635,(군)대상포진 | 대상포진 | 대상포진 0.5ml,MATERIAL_UNSPECIFIED | PHARMA_API_GENERIC | ZOSTER_VACCINE,3,269
NAME::ITEM_188fffb0e68155ea324a,아클라오정375mg | 아클라오정375밀리그램(아목시실린-클라불란산칼륨)_(1정)(알리코제약(주))-1정,ALUMINUM | AMOXICILLIN_CLAVULANATE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,248
NAME::ITEM_f9e8f1edc101974e1f58,"나미야지크림(수출명:BECLOGENCream.)_(0.288g,4.5g,0.45g/450g)((주)씨엠지제약)-450g/병 | 나미야지크림_(450g)((주)씨엠지제약)-450g/병",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,248
NAME::ITEM_de0bee44c0fa645eef55,성광칼라민로오션(성광제약)-1ml,CALAMINE | PARAFFIN_PETROLEUM,2,248
NAME::ITEM_c4f65948365637ca3f1e,"나미야지크림(수출명:BECLOGENCream.)_(0.288g,4.5g,0.45g/450g)((주)씨엠지제약)-450g/병 | 나미야지크림_(450g)((주)씨엠지제약)-450g/병",BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,248
NAME::ITEM_bb045856f84f2977c08d,아클라오정375mg | 아클라오정375밀리그램(아목시실린-클라불란산칼륨)_(1정)(알리코제약(주))-1정,ALUMINUM | AMOXICILLIN_CLAVULANATE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,248
NAME::ITEM_f27ecde364fcba1fb5da,신풍겐타마이신황산염크림(신풍제약)-250g/통 | 신풍겐타마이신황산염크림_(0.25g/250g)(신풍제약(주))-250g/통,GENTAMICIN | PARAFFIN_PETROLEUM,2,242
NAME::ITEM_d5abf993e10f32c8fcf7,박트리안연고(무피로신)(02g/10g)(태극제약(주))-10g/개,MUPIROCIN | PARAFFIN_PETROLEUM,2,242
NAME::ITEM_d88ad5b7ced5c1d74b4b,미프론정4mg(메틸프레드니솔론)_(4mg/1정)((주)팜젠사이언스)-1정 | 미프론정4mg(메틸프레드니솔론)_(4mg/1정)(우리들제약(주))-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,242
NAME::ITEM_20f3cb877cde8b24a18d,미프론정4mg(메틸프레드니솔론)_(4mg/1정)((주)팜젠사이언스)-1정 | 미프론정4mg(메틸프레드니솔론)_(4mg/1정)(우리들제약(주))-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,242
NAME::ITEM_442f485137831ab62135,신풍겐타마이신황산염크림(신풍제약)-250g/통 | 신풍겐타마이신황산염크림_(0.25g/250g)(신풍제약(주))-250g/통,GENTAMICIN | PARAFFIN_PETROLEUM,2,242
NAME::ITEM_bdb5a2d4603c910ad018,더마톱크림0.25%(프레드니카르베이트)_(25mg/10g)((주)한독)-10g/개,PARAFFIN_PETROLEUM | PREDNICARBATE,2,240
NAME::ITEM_5bd130118b8ca58d5ba2,휴메딕스덱사메타손포스페이트이나트륨주사,DEXAMETHASONE | PARAFFIN_PETROLEUM,2,238
NAME::ITEM_c804ac98e077577ece53,듀락칸이지시럽(락툴로오즈농축액)_(20.1g/15mL)(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(락툴로오즈농축액)_(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(제이더블유중외제약(주))-15mL/포,ALUMINUM | LACTULOSE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,238
NAME::ITEM_505186c2ef5cc0cc5dde,듀락칸이지시럽(락툴로오즈농축액)_(20.1g/15mL)(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(락툴로오즈농축액)_(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(제이더블유중외제약(주))-15mL/포,ALUMINUM | LACTULOSE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,238
NAME::ITEM_ad0d53b6520b6e15a110,듀락칸이지시럽(락툴로오즈농축액)_(20.1g/15mL)(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(락툴로오즈농축액)_(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(제이더블유중외제약(주))-15mL/포,ALUMINUM | LACTULOSE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,238
NAME::ITEM_8d086ddb6424373eab87,듀락칸이지시럽(락툴로오즈농축액)_(20.1g/15mL)(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(락툴로오즈농축액)_(제이더블유중외제약(주))-15mL/포 | 듀락칸이지시럽(제이더블유중외제약(주))-15mL/포,ALUMINUM | LACTULOSE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,238
NAME::ITEM_42f4e08237e02124c904,파나덤크림_(450g)(제이더블유신약(주))-450g/통,BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN | PARAFFIN_PETROLEUM,2,238
NAME::ITEM_6d7f2a0872fb0f0f966d,마게이트정(알마게이트)_(0.5g/1정)(익수제약(주))-1정,ALUMINUM_HYDROXIDE_MINERAL | MAGNESIUM_HYDROXIDE_MINERAL,2,236
NAME::ITEM_4f4770bc047435da93f2,무조날크림(테르비나핀염산염)_(0.15g/15g)(한미약품(주))-15g/개,PARAFFIN_PETROLEUM | TERBINAFINE,2,236
NAME::ITEM_6547065f980ede8c97ec,국가: 어르신 | 인플루엔자 | 인플루엔자 (지자체 무료),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE | MATERIAL_UNSPECIFIED,3,236
NAME::ITEM_39d4aa07941f24b5f15a,에펙신안연고(오플록사신)_(10.5mg/3.5g)(일동제약(주))-3.5g/개 | 에펙신안연고(일동제약(주)-3.5g/개,OFLOXACIN | PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,3,234
NAME::ITEM_790d39f04cd3826ed8ad,에펙신안연고(오플록사신)_(10.5mg/3.5g)(일동제약(주))-3.5g/개 | 에펙신안연고(일동제약(주)-3.5g/개,OFLOXACIN | PARAFFIN_PETROLEUM | PHARMA_API_GENERIC,3,234
NAME::ITEM_8eee8fd4fc1f92c26a48,메피론정4mg(메틸프레드니솔론)_(4mg/1정)((주)디에이치피코리아)-1정 | 메피론정4mg(메틸프레드니솔론)_(4mg/1정)((주)옵투스제약)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,232
NAME::ITEM_21c7df49a8d167388a38,메피론정4mg(메틸프레드니솔론)_(4mg/1정)((주)디에이치피코리아)-1정 | 메피론정4mg(메틸프레드니솔론)_(4mg/1정)((주)옵투스제약)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,232
NAME::ITEM_97664ebf6565cce27686,(건)마이니철분플러스 | (건강)임산부엽산제30T | (건강)임산부철분제30T,FOLIC_ACID | IRON_MINERAL_COMPOUND | MATERIAL_UNSPECIFIED | VITAMIN_SYNTHETIC_RAWMATERIAL,4,232
NAME::ITEM_7e5785052d609d903a15,넥스핀장용정100mg(아스피린)((주)넥스팜코리아)-1정,ALUMINUM | ASPIRIN | POLYPROPYLENE_PP,3,231
NAME::ITEM_2d86a9b55947983d3ca0,마데카솔분말 | 마데카솔분말 10g | 마데카솔분말(동국제약)-10g,CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,228
NAME::ITEM_83787baf1328b179d021,마데카솔분말 | 마데카솔분말 10g | 마데카솔분말(동국제약)-10g,CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,228
NAME::ITEM_fb5615de32d0556e7afe,마데카솔분말 | 마데카솔분말 10g | 마데카솔분말(동국제약)-10g,CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,228
NAME::ITEM_711db8d108300c3c273d,텔미로탄정40mg(씨엠지제약) | 텔미로탄정40mg(텔미사르탄)((주)씨엠지제약)-1정 | 텔미로탄정40mg(텔미사르탄)_(40mg/1정)((주)씨엠지제약)-1정,TELMISARTAN | TELMISARTAN_AMLODIPINE,2,223
NAME::ITEM_e8c6d4d6c2eb65b8cf4c,텔미로탄정40mg(씨엠지제약) | 텔미로탄정40mg(텔미사르탄)((주)씨엠지제약)-1정 | 텔미로탄정40mg(텔미사르탄)_(40mg/1정)((주)씨엠지제약)-1정,TELMISARTAN | TELMISARTAN_AMLODIPINE,2,223
NAME::ITEM_401de39e74214c94b8f9,텔미로탄정40mg(씨엠지제약) | 텔미로탄정40mg(텔미사르탄)((주)씨엠지제약)-1정 | 텔미로탄정40mg(텔미사르탄)_(40mg/1정)((주)씨엠지제약)-1정,TELMISARTAN | TELMISARTAN_AMLODIPINE,2,223
NAME::ITEM_e68057d024f953a4353c,마데카솔연고(포장단위 8g)(동국제약),CENTELLA_EXTRACT | PARAFFIN_PETROLEUM,2,222
NAME::ITEM_aac2438b2c2e3ed0a305,실마진1%크림(※%처방)(설파디아진은)_(5g/500g)(동화약품(주))-500g/통 | 실마진1%크림(설파디아진은)_(5g/500g)(동화약품(주))-500g/통,PARAFFIN_PETROLEUM | SILVER_SULFADIAZINE,2,220
NAME::ITEM_4588c1193bedd85054a1,실마진1%크림(※%처방)(설파디아진은)_(5g/500g)(동화약품(주))-500g/통 | 실마진1%크림(설파디아진은)_(5g/500g)(동화약품(주))-500g/통,PARAFFIN_PETROLEUM | SILVER_SULFADIAZINE,2,220
NAME::ITEM_b2878924ae7857a59e33,파라리딘정 20mg | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)((주)제뉴파마)-1정 | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)(콜마파마(주)),ALUMINUM | FAMOTIDINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,216
NAME::ITEM_72fd8d180958336360b1,파라리딘정 20mg | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)((주)제뉴파마)-1정 | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)(콜마파마(주)),ALUMINUM | FAMOTIDINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,216
NAME::ITEM_93cc684eba259267854c,파라리딘정 20mg | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)((주)제뉴파마)-1정 | 파라리딘정20밀리그람(파모티딘)_(20mg/1정)(콜마파마(주)),ALUMINUM | FAMOTIDINE | PHARMA_API_GENERIC | POLYPROPYLENE_PP,4,216
NAME::ITEM_4b4d13368a81247bc36c,후라베린큐엑스정(1정)(일동제약(주))-1정,ALUMINUM | PHARMA_API_GENERIC | POLYPROPYLENE_PP,3,216
NAME::ITEM_39f103e9929fe9a2250b,쎄레스톤지크림(15g)((주)유한양행)-15g/개,BETAMETHASONE_GENTAMICIN | PARAFFIN_PETROLEUM,2,214
NAME::ITEM_091d4c7fa0dbc41e3ff2,엠솔론정(메틸프레드니솔론)(콜마파마(주))-1정 | 엠솔론정(메틸프레드니솔론)_(4mg/1정)((주)제뉴파마)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,214
NAME::ITEM_a65f7cc81bdc04abfdf8,엠솔론정(메틸프레드니솔론)(콜마파마(주))-1정 | 엠솔론정(메틸프레드니솔론)_(4mg/1정)((주)제뉴파마)-1정,METHYLPREDNISOLONE | PARAFFIN_PETROLEUM,2,214
NAME::ITEM_4d4f6c33dfeb69ea58bb,베이덤연고(우레아)(10g/50g)(태극제약(주))-50g/개 | 베이덤연고(우레아)(10g/50g)(태극제약(주))-g,PARAFFIN_PETROLEUM | UREA,2,208
NAME::ITEM_75c283fd2f0254c491fc,베이덤연고(우레아)(10g/50g)(태극제약(주))-50g/개 | 베이덤연고(우레아)(10g/50g)(태극제약(주))-g,PARAFFIN_PETROLEUM | UREA,2,208
NAME::ITEM_2581e7df23263fe6489e,B형간염(대인)유료 | 유박스 1.0ml | 유박스 1ml,BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE,2,206
NAME::ITEM_b531253d46d6e68308cb,고려은단멀티비타민(올인원) | 고려은단비타민씨 | 고려은단비타민씨1000,REFINED_SUGAR | SYNTHETIC_GUM_BASE | VITAMIN_C,3,202
NAME::ITEM_987470c18f4397abe902,고려은단멀티비타민(올인원) | 고려은단비타민씨 | 고려은단비타민씨1000,REFINED_SUGAR | SYNTHETIC_GUM_BASE | VITAMIN_C,3,202
NAME::ITEM_8e2f7a11681b6d87b112,고려은단멀티비타민(올인원) | 고려은단비타민씨 | 고려은단비타민씨1000,REFINED_SUGAR | SYNTHETIC_GUM_BASE | VITAMIN_C,3,202
NAME::ITEM_ad3db3a614f0f2c1db34,고려은단멀티비타민(올인원) | 고려은단비타민씨 | 고려은단비타민씨1000,REFINED_SUGAR | SYNTHETIC_GUM_BASE | VITAMIN_C,3,202
NAME::ITEM_87da513c9244f0363575,5%포도당주사액 500mL(대한약품)-500mL/백 | 대한포도당주사액(5%) 500ml(구급차용) | 대한포도당주사액(5%) 500밀리리터(대한약품공업(주))-500mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,200
NAME::ITEM_be2f9a4587d1be34f7a3,5%포도당주사액 500mL(대한약품)-500mL/백 | 대한포도당주사액(5%) 500ml(구급차용) | 대한포도당주사액(5%) 500밀리리터(대한약품공업(주))-500mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,200
NAME::ITEM_8156504092bf744ca9f8,5%포도당주사액 500mL(대한약품)-500mL/백 | 대한포도당주사액(5%) 500ml(구급차용) | 대한포도당주사액(5%) 500밀리리터(대한약품공업(주))-500mL/백,GLUCOSE_CORNSTARCH | SODIUM_CHLORIDE,2,200
NAME::ITEM_3a331884f7b5b4df3936,Tdap | Tdap(지자체) | Tdap(취약계층),BIOLOGICS_CELL_CULTURE | LIPID_NANOPARTICLE | MATERIAL_UNSPECIFIED,3,193
