standard_item_key,item_name,raw_material_meta_code,raw_material_risk_meta_code,demand_risk_meta_code,mapping_weight,exposure_score,source_rows,review_status,mapping_version
NAME::ITEM_6d310b882e67d5f4b0eb,라모크린정500밀리그람(아목시실린클라불란산칼륨)_(1정)((주)팜젠사이언스)-1정,AMOXICILLIN_CLAVULANATE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d353f5b0406aace66ec,마미센스(신일제약)-1정,IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,81,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d442127fdfd38ab58d2,마더스츄어블비타민D,VITAMIN_SYNTHETIC_RAWMATERIAL,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d44b6c4dcbb138b6aed,프록사신바이정(시프로플록사신염산염수화물)((주)휴온스)-1정,CIPROFLOXACIN,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d505133377a5e8186cf,임산부엽산제(건강기능식품),FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,8,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d558752d3c69dd9fdfa,파제오0.7%점안액(올로파타딘염산염)_(19.4mg/2.5mL)(한국노바티스(주))-2.5mL/병,OLOPATADINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d66ae4122516821f7bf,옥트산에이치알정(티옥트산)_(0.6g/1정)(한국코러스(주))-1정,THIOCTIC_ACID,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d909efb3fa5b4e0384f,넥스디핀정2.5mg(에스암로디핀베실산염)_(3.74mg/1정)((주)넥스팜코리아)-1정,AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,16,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6d9f09a3677966751866,아세란캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐)((주)화이트생명과학)-1캡슐,ACETYLCYSTEINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6da483c054e96de2955e,출산용품(내의),MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6da6d10d0a8d38b9a4f8,일동후루마린주사0.5그램(플로목세프나트륨)_(0.5g/1병)(일동제약(주))-1병,FLOMOXEF,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6db07e49fe249aae8800,넥스온정40mg (에스오메프라졸마그네슘이수화물)((주)테라젠이텍스)-1정,ESOMEPRAZOLE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6db9ee15fca0393f9eb1,덱스론정400mg(덱시부프로펜)((주)이든파마)-1정,DEXIBUPROFEN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6ddc078c48be4db299b5,스토애투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정)(주식회사제뉴원사이언스)-1정,HERBAL_MATERIAL_MULTISOURCE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.5,0.5,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6de5c03bc3bbb4fc81ba,피아이졸정20mg(라베프라졸나트륨)_(20mg/1정)(알리코제약(주))-1정,RABEPRAZOLE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6debd7aa56d457dc27e9,프리비투스현탁액(레보클로페라스틴펜디조산염)_(2g/500mL)(대원제약(주))-500(1)mL/병,LEVOCLOPERASTINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6debf84dd8561818bf49,유니콜린연질캡슐(콜린알포세레이트)_(0.4g/1캡슐)(한국유니온제약(주))-1캡슐,CHOLINE_ALFOSCERATE,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e0f307d19d08bbc17a2,디오르반정160mg(발사르탄)_(0.16g/1정)(알리코제약(주))-1정,VALSARTAN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e149080f6265ffed9cc,렉사모정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정)((주)시어스제약)-1정,ESCITALOPRAM,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e16e42871c00599e106,둘코락스장용정(한국베링거인겔하임)-1T,BISACODYL,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,22,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e17388bf7433a450ac7,렐바200엘립타_(30회)((주)글락소스미스클라인)-30회/통,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e2aeadc15d564d518bc,에스올정20밀리그램(올메사탄메독소밀)(삼익제약(주))-1정,OLMESARTAN_MEDOXOMIL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e43075ff62df992c888,성광리도아가아제(성광제약)-1g(산정불가),LIDOCAINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,88,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e4c0e32a3be7ad4f402,유니온반코마이신주500밀리그람(반코마이신염산염)(수출명:SANCOMYCIN Inj.500mg)_(0.5g/1병)(한국유니온제약(주))-1병,VANCOMYCIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e4dff8d0970580fff04,피타듀스정2밀리그램(피타바스타틴칼슘)(한림제약(주))-1정,PITAVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e5d635f9ef8090f36d6,라베라정20mg(라베프라졸나트륨)_(20mg/1정)((주)이든파마)-1정,RABEPRAZOLE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e708a1958606ab256ff,몬테잘정10밀리그램(몬테루카스트나트륨)(한미약품(주))-1정,MONTELUKAST,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,4,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e76a9286525060cb5f1,오메다캡슐(오메프라졸)_(20mg/1캡슐)((유)한풍제약)-1캡슐,OMEPRAZOLE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,36,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e778344737e33062089,암로베실정5mg(암로디핀베실산염)(화일약품(주))-1정,AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,16,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e8c4ac284069f17c002,피나그렌정5mg(피나스테리드)(구주제약(주))-1정,FINASTERIDE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,4,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6e92d693249869b171de,마이니 철분 플러스,IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,67,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6eaed2b731a656fac047,파비스에페리손SR정(에페리손염산염)_(75mg/1정)((주)한국파비스제약)-1정,EPERISONE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6ec6997300f49524e876,마로비벤-에이주사(삼진제약)-2.2ml/Amp,HERBAL_MATERIAL_MULTISOURCE,HANBANG_MULTISOURCE_ORIGIN_RISK,SEASONAL_CLIMATE_PATTERN;LIFESTYLE_CALENDAR_EVENT,0.35,0.35,22,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6ef3b667a52f5598dd89,다케다알보칠콘센트레이트액(한국다케다제약)-1mL,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6ef40b51e902f34357a7,명문시프로플록사신주사_(0.2g/100mL/백)(명문제약(주))-100mL/백,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6efdbcabc822cee6c455,타조박신주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병)(건일제약(주))-1병,PIPERACILLIN_TAZOBACTAM,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6eff8eeed97884a902a9,알포틴연질캡슐(콜린알포세레이트)_(0.4g/1캡슐)(경동제약(주))-1캡슐,CHOLINE_ALFOSCERATE,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f02a6d2183a4578e884,아토로틴정(아토르바스타틴칼슘)_(10.36mg/1정)(삼성제약(주))-1정,ATORVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,11,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f108e805178bd3e49b8,안플레이드SR정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정)(에이치케이이노엔(주))-1정,SARPOGRELATE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f24a5e5e9dc025615ee,레보리치정(레보드로프로피진)_(60mg/1정)(풍림무약(주))-1정,LEVODROPROPIZINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,69,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f28594bab20e9610189,인플 취약계층,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f29cf910964af87ff97,카르민주0.8%(인디고카르민)_(40mg/5mL)(한국유나이티드제약(주))-5mL/앰플,INDIGO_CARMINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f2ee334d93935d7d480,에소프라정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정)((주)이든파마)-1정,ESOMEPRAZOLE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f343f4219366eba6dc8,리비탈렉스주(폴리데옥시리보뉴클레오티드나트륨)(5625mg/3mL)((주)휴메딕스)-3mL/병,POLYDEOXYRIBONUCLEOTIDE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f41117a4e977d685422,메가비타식스주(피리독신염산염),PYRIDOXINE_B6,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f4226a5faec7c2e2623,메피렉스 보더 플렉스(7.5*7.5),MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f4dc8244af1bfb45bfe,씨엠지로수바스타틴정10mg(로수바스타틴칼슘)((주)씨엠지제약)-1정,ROSUVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,13,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f4e362c56de92cee2ed,대웅우루사연질캡슐(1캡슐)((주)대웅제약)-1캡슐,URSODEOXYCHOLIC_ACID,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,22,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f52e630a77d508c110d,솔리신정5mg(솔리페나신숙신산염)_(5mg/1정)(위더스제약(주))-1정,SOLIFENACIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f5e76a844f5592f2713,웰비타90,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f670616e08e29ac61e2,씨트로신서방정0.2밀리그램(탐스로신염산염)_(0.2mg/1정)(에이치엘비제약(주))-1정,TAMSULOSIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,10,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f6a4fbe47cfac091858,"씨록주사2mg/ml(시프로플록사신)(수출명:CyrocinInj.2mg/ml,CipicinInj.2mg/ml)_(0.2g/100mL)(한국유나이티드제약(주))-100mL/병",CIPROFLOXACIN,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f6efbf690868f9ac87c,데노신주사(아데노신)_(90mg/30mL)((주)비씨월드제약)-30mL/병,ADENOSINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f72106e04fd7e38c7dc,카나브정120밀리그램(피마살탄칼륨삼수화물)(보령제약(주))-1정,FIMASARTAN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f7fceee361d86a31d04,사일레노정6밀리그램(독세핀염산염)_(6.78mg/1정)(에이치케이이노엔(주))-1정,DOXEPIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f8a7899c546bab60941,메스블레이드(15번),MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6f9c6ec444bb36d5c218,마미센스정(신일제약),IRON_MINERAL_COMPOUND,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.5,0.5,22,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fa0a6a028e1304cb599,알파간피점안액0.15%(브리모니딘타르타르산염)_(7.5mg/5mL)(한국애브비(주))-5mL/병,BRIMONIDINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fb81441f045cada1ddf,헤모렉스크림(염산프라목신)_(0.35g/35g)(대화제약(주))-35g/개,PRAMOXINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fd2cc903d90cda60c76,리피토플러스정10/20밀리그램_(1정)(제일약품(주))-1정,ATORVASTATIN_EZETIMIBE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fd9d3e746c0431cb915,엽산 1000,FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,5,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fe5464f634f75a79b52,보령뮤코미스트액(아세틸시스테인)_(0.8g/4mL)((주)보령)-4mL/병,ACETYLCYSTEINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,7,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fe6ef2064fee76bac41,세레타이드250에보할러_(120회)((주)글락소스미스클라인)-120회/통,MATERIAL_UNSPECIFIED,UNCLASSIFIED_MATERIAL_RISK,NOT_APPLICABLE,0.05,0.05,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6fea149e79435cdf7ade,카베씨티정25mg(카르베딜롤)_(25mg/1정)((주)씨티씨바이오)-1정,CARVEDILOL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_6ff388b0dc603270668a,에피나정(에피나스틴염산염)(오스틴제약(주))-1정,EPINASTINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_701b96b34e372a46ce9c,마이니레몬유래엽산,FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,152,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70261d1b392b496aee74,"아토바미브정10/5밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)_(1정)((주)유한양행)-1정",EZETIMIBE_ATORVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,28,pending,material-standard-axis-v1-pending-review
NAME::ITEM_7033d9a10b1df85243c6,벤제타실주(한국희귀필수의약품센터)-1병,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_7038720ead2efb48d6a8,두타락연질캡슐0.5밀리그램(두타스테리드)(알리코제약(주))-1캡슐,DUTASTERIDE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,4,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70399e7acef56eb702ca,벤토린흡입액(살부타몰황산염)_(0.12g/20mL)((주)글락소스미스클라인)-20mL/병,SALBUTAMOL,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,19,pending,material-standard-axis-v1-pending-review
NAME::ITEM_703d1dad2d277d38cb62,디셀린캡슐(디아세레인)_(50mg/1캡슐)(우리들제약(주))-1캡슐,DIACEREIN,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_703e984f8a05a95b2de8,휴티렌투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정)(한국휴텍스제약(주))-1정,HERBAL_MATERIAL_MULTISOURCE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.5,0.5,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70529227df768d4ef7e3,렉크린액(인산나트륨에네마)_(133mL)(하이플생명과학(주))-133mL/병,SODIUM_PHOSPHATE_ENEMA,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70554151a100ead73b58,에이토바정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.7mg/1정)((유)한풍제약)-1정,ATORVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,4,pending,material-standard-axis-v1-pending-review
NAME::ITEM_705dbe7523e940c40e8c,로자케이정(로사르탄칼륨)_(50mg/1정)((주)제뉴파마)-1정,LOSARTAN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,85,pending,material-standard-axis-v1-pending-review
NAME::ITEM_7073761d05dcf2572e6f,씨엠지암로디핀정5mg(암로디핀베실산염)((주)씨엠지제약)-1정,AMLODIPINE,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,148,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70790c15144c6ca2948d,토비스타점안액(토브라마이신)_(18mg/6mL)((주)한국글로벌제약)-6mL/병,TOBRAMYCIN,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,26,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70892317505186925e5f,페리오클린치과용연고(미노사이클린염산염)(10mg/05g)(바이머)-0.5g/관,MINOCYCLINE,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_708f9ed74d3679a745bb,폴시드정(조아제약)-30정,FOLIC_ACID,CHINA_VITAMIN_RAWMATERIAL_CONCENTRATION,SEASONAL_CLIMATE_PATTERN;GOV_POLICY_PROGRAM_EXPANSION,0.35,0.35,283,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70a1d5d45606e24b3138,셀자틴정(니자티딘)_(0.15g/1정)((주)텔콘알에프제약)-1정,NIZATIDINE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70a2f8857e4712c30aba,가다실 프리필드 시린지(한국 MSD),PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,16,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70aa0585018f94f181e4,모아훼린캡슐(폴리사카리드철착염)(03261g/1캡슐)((주)유한양행)-1캡슐,IRON_POLYSACCHARIDE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,20,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70ac7fc53da472556d59,유포타민정(베포타스틴니코틴산염)_(9.36mg/1정)((주)유유제약)-1정,BEPOTASTINE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70ad39067c2e00de96f4,미르토플러스정40/12.5mg_(1정)(위더스제약(주))-1정,TELMISARTAN_HCTZ,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,17,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70aebbdaf6cedcd3e7d5,크레스논정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정)(동아에스티(주))-1정,ROSUVASTATIN,API_IMPORT_DEPENDENCY_CN_IN,CHRONIC_DISEASE_STRUCTURAL_TREND,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70c0a7fa7fe89da9039b,벤제타실주(한국희귀필수의약품센터)-1병,PHARMA_API_GENERIC,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.15,0.15,2,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70c6e649df9df75064bb,뉴란소캡슐30밀리그램(란소프라졸과립)(한국유니온제약(주))-1캡슐,LANSOPRAZOLE,MINERAL_RAWMATERIAL_GENERIC;API_IMPORT_DEPENDENCY_CN_IN,LIFESTYLE_CALENDAR_EVENT;SEASONAL_CLIMATE_PATTERN,0.35,0.35,1,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70d9f7902afc4eaca73b,이텍스암브록솔시럽(암브록솔염산염)_(1.5g/500mL)((주)테라젠이텍스)-500(1)mL/병,AMBROXOL,API_IMPORT_DEPENDENCY_CN_IN,INFECTIOUS_DISEASE_OUTBREAK;SEASONAL_CLIMATE_PATTERN,0.35,0.35,3,pending,material-standard-axis-v1-pending-review
NAME::ITEM_70df282ed0e336b2b495,아줄렌에스연고(구아야쥴렌)(66mg/20g)(에이프로젠제약(주))-20g/개,GUAIAZULENE,API_IMPORT_DEPENDENCY_CN_IN,LOW_PRIORITY_NO_TRIGGER,0.65,0.65,1,pending,material-standard-axis-v1-pending-review
